sourceId,districtGu,name,lat,lng,widthMeter,areaSquareMeter,ufid,nearestRoadDistanceM,nearestRoadSourceId,nearestRoadName,nearestRoadWidthMeter,nearestRoadPavement,nearestCrosswalkDistanceM,nearestCrosswalkSourceId,nearestCrosswalkLabel,nearCrosswalk30m,nearestFacilityDistanceM,nearestFacilitySourceId,nearestFacilityName,nearestFacilityCategory,nearFacility50m,duplicateClusterId,duplicateClusterSize,priority,priorityScore,reviewStatus,reviewReason,workset,decision,decisionConfidence,decisionReasonCode,kakaoMapUrl,kakaoRoadviewUrl
stairs:237,강서구,계단,35.1160981,128.9198874,0.00,16.33,100035816057C03910100000000040732,0.0,busan-road-polygon:33210,,6.5,RDQ006,143.7,crosswalk:3256,청량사입구,false,173.7,barrier_free_facility:9433,그날이후불타는삼겹살,음식·카페,false,STC-0222,1,P1,60,CANDIDATE,도로 polygon과 겹침,KEEP_REVIEW,KEEP_REVIEW,MEDIUM,p1_p2_p3_no_private_keyword,"https://map.kakao.com/link/map/35.1160981,128.9198874","https://map.kakao.com/link/roadview/35.1160981,128.9198874"
stairs:294,강서구,계단,35.1385054,128.8538357,0.00,13.07,100035816045C03910100000000040801,0.0,busan-road-polygon:36792,,35.0,RDQ006,458.7,crosswalk:2901,미음지구1공구-7지점,false,482.9,barrier_free_facility:9698,키피공작(구랑점),음식·카페,false,STC-0275,1,P1,60,CANDIDATE,도로 polygon과 겹침,KEEP_REVIEW,KEEP_REVIEW,MEDIUM,p1_p2_p3_no_private_keyword,"https://map.kakao.com/link/map/35.1385054,128.8538357","https://map.kakao.com/link/roadview/35.1385054,128.8538357"
stairs:297,강서구,계단,35.1166488,128.8425339,0.00,9.24,100035816054C03910100000000040804,0.0,busan-road-polygon:29116,,3.0,RDQ006,1159.8,crosswalk:2903,미음지구1공구-1지점,false,1083.5,public_toilet:1640,CJ대한통운(주) 성민주유소,화장실,false,STC-0278,1,P1,60,CANDIDATE,도로 polygon과 겹침,KEEP_REVIEW,KEEP_REVIEW,MEDIUM,p1_p2_p3_no_private_keyword,"https://map.kakao.com/link/map/35.1166488,128.8425339","https://map.kakao.com/link/roadview/35.1166488,128.8425339"
stairs:48,강서구,계단,35.2214304,128.9347051,0.00,2.06,100035816018C03910100000000009519,0.0,busan-road-polygon:41382,남해고속국도,31.6,RDQ006,261.6,crosswalk:3251,강동우체국,false,140.3,barrier_free_facility:9392,대사1구 행복센터,복지·돌봄,false,STC-0045,1,P1,60,CANDIDATE,도로 polygon과 겹침,KEEP_REVIEW,KEEP_REVIEW,MEDIUM,p1_p2_p3_no_private_keyword,"https://map.kakao.com/link/map/35.2214304,128.9347051","https://map.kakao.com/link/roadview/35.2214304,128.9347051"
stairs:60,강서구,계단,35.2196873,128.9366354,0.00,1.80,100035816018C03910100000000009532,0.0,busan-road-polygon:8324,,5.0,RDQ006,173.5,crosswalk:3248,대사초등학교,false,103.5,public_toilet:1526,만은에너지(주)대사리주유소,화장실,false,STC-0057,1,P1,60,CANDIDATE,도로 polygon과 겹침,KEEP_REVIEW,KEEP_REVIEW,MEDIUM,p1_p2_p3_no_private_keyword,"https://map.kakao.com/link/map/35.2196873,128.9366354","https://map.kakao.com/link/roadview/35.2196873,128.9366354"
stairs:71,강서구,계단,35.2165689,128.9436395,0.00,7.54,100035816018C03910100000000009544,0.0,busan-road-polygon:8177,,2.5,RDQ006,91.3,crosswalk:3246,용화사,false,134.4,public_toilet:1665,우리2주유소,화장실,false,STC-0068,1,P1,60,CANDIDATE,도로 polygon과 겹침,KEEP_REVIEW,KEEP_REVIEW,MEDIUM,p1_p2_p3_no_private_keyword,"https://map.kakao.com/link/map/35.2165689,128.9436395","https://map.kakao.com/link/roadview/35.2165689,128.9436395"
stairs:31,강서구,대저역,35.2128618,128.9608045,0.00,133.53,100035816019C03910100000000009501,1.2,busan-road-polygon:41307,거제-포항선,35.0,RDQ006,265.2,crosswalk:3062,부산우편집중국주변,false,59.4,charging_station:5,대저역,전동보장구 충전소,false,STC-0028,1,P1,55,CANDIDATE,"도로 polygon 5m 이내, 폭/면적 기준 큼",KEEP_REVIEW,KEEP_REVIEW,MEDIUM,p1_p2_p3_no_private_keyword,"https://map.kakao.com/link/map/35.2128618,128.9608045","https://map.kakao.com/link/roadview/35.2128618,128.9608045"
stairs:239,강서구,계단,35.1377448,128.9191022,0.00,94.87,100035816047C03910100000000040734,4.3,busan-road-polygon:1790,,15.0,RDQ006,1584.2,crosswalk:2993,삼광초교,false,2325.2,barrier_free_facility:9433,그날이후불타는삼겹살,음식·카페,false,STC-0224,1,P1,55,CANDIDATE,"도로 polygon 5m 이내, 폭/면적 기준 큼",KEEP_REVIEW,KEEP_REVIEW,MEDIUM,p1_p2_p3_no_private_keyword,"https://map.kakao.com/link/map/35.1377448,128.9191022","https://map.kakao.com/link/roadview/35.1377448,128.9191022"
stairs:128,강서구,계단,35.1851486,128.9598784,0.00,97.55,100035816029C03910100000000009845,4.6,busan-road-polygon:9747,,50.0,RDQ006,533.3,crosswalk:3071,AVIS렌트카,false,406.0,public_toilet:1470,제방변(등구마을),화장실,false,STC-0121,1,P1,55,CANDIDATE,"도로 polygon 5m 이내, 폭/면적 기준 큼",KEEP_REVIEW,KEEP_REVIEW,MEDIUM,p1_p2_p3_no_private_keyword,"https://map.kakao.com/link/map/35.1851486,128.9598784","https://map.kakao.com/link/roadview/35.1851486,128.9598784"
stairs:160,강서구,계단,35.0271577,128.8155646,0.00,6.83,100035816083C03910100000000037027,0.2,busan-road-polygon:87,,14.0,RDQ006,717.9,crosswalk:2800,(천성~눌차간)서중2교차로,false,126.8,public_toilet:1590,천성선착장(임시2),화장실,false,STC-0152,1,P1,50,CANDIDATE,도로 polygon 5m 이내,KEEP_REVIEW,KEEP_REVIEW,MEDIUM,p1_p2_p3_no_private_keyword,"https://map.kakao.com/link/map/35.0271577,128.8155646","https://map.kakao.com/link/roadview/35.0271577,128.8155646"
stairs:162,강서구,계단,35.0258177,128.8151808,0.00,2.92,100035816083C03910100000000037029,0.3,busan-road-polygon:93,,14.0,RDQ006,837.3,crosswalk:2800,(천성~눌차간)서중2교차로,false,276.9,public_toilet:1590,천성선착장(임시2),화장실,false,STC-0154,1,P1,50,CANDIDATE,도로 polygon 5m 이내,KEEP_REVIEW,KEEP_REVIEW,MEDIUM,p1_p2_p3_no_private_keyword,"https://map.kakao.com/link/map/35.0258177,128.8151808","https://map.kakao.com/link/roadview/35.0258177,128.8151808"
stairs:46,강서구,계단,35.2200771,128.9346961,0.00,5.63,100035816018C03910100000000009517,0.3,busan-road-polygon:8613,,2.8,RDQ006,143.9,crosswalk:3248,대사초등학교,false,123.6,public_toilet:1648,서강주유소,화장실,false,STC-0043,1,P1,50,CANDIDATE,도로 polygon 5m 이내,KEEP_REVIEW,KEEP_REVIEW,MEDIUM,p1_p2_p3_no_private_keyword,"https://map.kakao.com/link/map/35.2200771,128.9346961","https://map.kakao.com/link/roadview/35.2200771,128.9346961"
stairs:24,강서구,계단,35.2193197,128.9461980,0.00,2.89,100035816018C03910100000000009485,0.4,busan-road-polygon:7518,,3.5,RDQ006,439.9,crosswalk:3246,용화사,false,451.1,public_toilet:1665,우리2주유소,화장실,false,STC-0021,2,P1,50,CANDIDATE,"도로 polygon 5m 이내, 15m 이내 계단 클러스터",KEEP_REVIEW,KEEP_REVIEW,MEDIUM,p1_p2_p3_no_private_keyword,"https://map.kakao.com/link/map/35.2193197,128.9461980","https://map.kakao.com/link/roadview/35.2193197,128.9461980"
stairs:250,강서구,계단,35.1078657,128.9216505,0.00,20.46,100035816057C03910100000000040753,0.4,busan-road-polygon:33713,,18.0,RDQ006,661.9,crosswalk:3047,명지동사무소,false,322.3,public_toilet:1493,명지노인종합복지관 화장실,화장실,false,STC-0233,1,P1,50,CANDIDATE,도로 polygon 5m 이내,KEEP_REVIEW,KEEP_REVIEW,MEDIUM,p1_p2_p3_no_private_keyword,"https://map.kakao.com/link/map/35.1078657,128.9216505","https://map.kakao.com/link/roadview/35.1078657,128.9216505"
stairs:223,강서구,계단,35.1460830,128.8436400,0.00,16.85,100035816044C03910100000000040713,0.5,busan-road-polygon:36252,,35.0,RDQ006,290.4,crosswalk:3020,지사과학산업단지 2지점,false,137.2,public_toilet:1509,지사스포츠파크,화장실,false,STC-0209,2,P1,50,CANDIDATE,"도로 polygon 5m 이내, 15m 이내 계단 클러스터",KEEP_REVIEW,KEEP_REVIEW,MEDIUM,p1_p2_p3_no_private_keyword,"https://map.kakao.com/link/map/35.1460830,128.8436400","https://map.kakao.com/link/roadview/35.1460830,128.8436400"
