sourceId,districtGu,name,lat,lng,widthMeter,areaSquareMeter,ufid,nearestRoadDistanceM,nearestRoadSourceId,nearestRoadName,nearestRoadWidthMeter,nearestRoadPavement,nearestCrosswalkDistanceM,nearestCrosswalkSourceId,nearestCrosswalkLabel,nearCrosswalk30m,nearestFacilityDistanceM,nearestFacilitySourceId,nearestFacilityName,nearestFacilityCategory,nearFacility50m,duplicateClusterId,duplicateClusterSize,priority,priorityScore,reviewStatus,reviewReason,workset,decision,decisionConfidence,decisionReasonCode,kakaoMapUrl,kakaoRoadviewUrl
stairs:2979,서구,송도해수욕장,35.0765549,129.0178444,0.00,6.65,100035913061C03910100000000010247,28.9,busan-road-polygon:206118,,11.0,RDQ006,135.0,crosswalk:1734,기산비치(송도해수욕장),false,25.4,public_toilet:106,송도 해양레포츠센터 내,화장실,true,STC-2685,1,P4,15,LOW_PRIORITY,"도로 polygon 20m 초과, 편의시설 50m 이내",P4_MANUAL_REVIEW,REVIEW_P4_NEAR_ROAD_OR_CLUE,MEDIUM,p4_road_le_50m_or_has_nearby_clue,"https://map.kakao.com/link/map/35.0765549,129.0178444","https://map.kakao.com/link/roadview/35.0765549,129.0178444"
stairs:2949,서구,계단,35.1181726,129.0107382,0.00,220.27,100035913051C03910100000000010187,20.7,busan-road-polygon:201922,,5.0,RDQ006,108.6,crosswalk:1747,서부교육청입구(남성한빛가든),false,138.5,public_toilet:79,구덕우편취급국,화장실,false,STC-2656,1,P4,5,LOW_PRIORITY,"도로 polygon 20m 초과, 폭/면적 기준 큼",P4_MANUAL_REVIEW,REVIEW_P4_NEAR_ROAD_OR_CLUE,MEDIUM,p4_road_le_50m_or_has_nearby_clue,"https://map.kakao.com/link/map/35.1181726,129.0107382","https://map.kakao.com/link/roadview/35.1181726,129.0107382"
stairs:2924,서구,계단,35.1112381,129.0254543,0.00,124.35,100035913052C03910100000000010050,21.1,busan-road-polygon:199779,,13.6,RDQ006,309.3,crosswalk:1738,화랑초교,false,51.6,public_toilet:110,서구종합사회복지관 화장실,화장실,false,STC-2633,1,P4,5,LOW_PRIORITY,"도로 polygon 20m 초과, 폭/면적 기준 큼",P4_MANUAL_REVIEW,REVIEW_P4_NEAR_ROAD_OR_CLUE,MEDIUM,p4_road_le_50m_or_has_nearby_clue,"https://map.kakao.com/link/map/35.1112381,129.0254543","https://map.kakao.com/link/roadview/35.1112381,129.0254543"
stairs:2963,서구,계단,35.1089576,129.0089545,0.00,253.31,100035913051C03910100000000010201,21.6,busan-road-polygon:204862,,21.0,RDQ006,313.9,crosswalk:1797,서대신로타리,false,364.0,charging_station:128,서대신역,전동보장구 충전소,false,STC-2669,1,P4,5,LOW_PRIORITY,"도로 polygon 20m 초과, 폭/면적 기준 큼",P4_MANUAL_REVIEW,REVIEW_P4_NEAR_ROAD_OR_CLUE,MEDIUM,p4_road_le_50m_or_has_nearby_clue,"https://map.kakao.com/link/map/35.1089576,129.0089545","https://map.kakao.com/link/roadview/35.1089576,129.0089545"
stairs:2925,서구,계단,35.1106743,129.0250708,0.00,112.67,100035913052C03910100000000010057,22.6,busan-road-polygon:199823,,13.0,RDQ006,251.9,crosswalk:1738,화랑초교,false,100.2,public_toilet:110,서구종합사회복지관 화장실,화장실,false,STC-2634,1,P4,5,LOW_PRIORITY,"도로 polygon 20m 초과, 폭/면적 기준 큼",P4_MANUAL_REVIEW,REVIEW_P4_NEAR_ROAD_OR_CLUE,MEDIUM,p4_road_le_50m_or_has_nearby_clue,"https://map.kakao.com/link/map/35.1106743,129.0250708","https://map.kakao.com/link/roadview/35.1106743,129.0250708"
stairs:2947,서구,계단,35.1162821,129.0208398,0.00,177.81,100035913051C03910100000000010185,23.3,busan-road-polygon:201115,,9.3,RDQ006,271.2,crosswalk:1790,구덕로타리,false,233.6,barrier_free_facility:2339,성화조명,음식·카페,false,STC-2654,1,P4,5,LOW_PRIORITY,"도로 polygon 20m 초과, 폭/면적 기준 큼",P4_MANUAL_REVIEW,REVIEW_P4_NEAR_ROAD_OR_CLUE,MEDIUM,p4_road_le_50m_or_has_nearby_clue,"https://map.kakao.com/link/map/35.1162821,129.0208398","https://map.kakao.com/link/roadview/35.1162821,129.0208398"
stairs:2923,서구,계단,35.1109547,129.0253167,0.00,125.06,100035913052C03910100000000010043,26.3,busan-road-polygon:199779,,13.6,RDQ006,284.2,crosswalk:1738,화랑초교,false,66.6,public_toilet:110,서구종합사회복지관 화장실,화장실,false,STC-2632,1,P4,5,LOW_PRIORITY,"도로 polygon 20m 초과, 폭/면적 기준 큼",P4_MANUAL_REVIEW,REVIEW_P4_NEAR_ROAD_OR_CLUE,MEDIUM,p4_road_le_50m_or_has_nearby_clue,"https://map.kakao.com/link/map/35.1109547,129.0253167","https://map.kakao.com/link/roadview/35.1109547,129.0253167"
stairs:2948,서구,계단,35.1114880,129.0241687,0.00,180.49,100035913051C03910100000000010186,36.2,busan-road-polygon:200117,,7.8,RDQ006,204.9,crosswalk:1785,동대신로타리,false,108.3,barrier_free_facility:2287,서구장애인복지관,복지·돌봄,false,STC-2655,1,P4,5,LOW_PRIORITY,"도로 polygon 20m 초과, 폭/면적 기준 큼",P4_MANUAL_REVIEW,REVIEW_P4_NEAR_ROAD_OR_CLUE,MEDIUM,p4_road_le_50m_or_has_nearby_clue,"https://map.kakao.com/link/map/35.1114880,129.0241687","https://map.kakao.com/link/roadview/35.1114880,129.0241687"
stairs:2990,서구,계단,35.0738178,129.0171302,0.00,134.89,100035913071C03910100000000010262,48.3,busan-road-polygon:206153,,23.7,RDQ006,224.9,crosswalk:1744,기산비치(송도해수욕장),false,62.4,tourist_spot:4,부산 송도해수욕장,관광지,false,STC-2696,1,P4,5,LOW_PRIORITY,"도로 polygon 20m 초과, 폭/면적 기준 큼",P4_MANUAL_REVIEW,REVIEW_P4_NEAR_ROAD_OR_CLUE,MEDIUM,p4_road_le_50m_or_has_nearby_clue,"https://map.kakao.com/link/map/35.0738178,129.0171302","https://map.kakao.com/link/roadview/35.0738178,129.0171302"
stairs:2991,서구,계단,35.0598732,129.0169377,0.00,590.10,100035913071C03910100000000010263,275.1,busan-road-polygon:206530,,11.0,RDQ006,1168.0,crosswalk:1726,아시아냉장,false,169.1,public_toilet:160,암남공원2호광장(다목적광장),화장실,false,STC-2697,1,P4,5,LOW_PRIORITY,"도로 polygon 20m 초과, 폭/면적 기준 큼",P4_MANUAL_REVIEW,REVIEW_P4_PUBLIC_CONTEXT,MEDIUM,p4_road_gt_50m_public_context_needs_map_check,"https://map.kakao.com/link/map/35.0598732,129.0169377","https://map.kakao.com/link/roadview/35.0598732,129.0169377"
stairs:2992,서구,두도공원,35.0483504,129.0149518,0.00,130.16,100035913081C03910100000000010264,960.5,busan-road-polygon:206633,,21.1,RDQ006,1772.7,crosswalk:3575,간천중소조선공업4단지,false,1122.7,public_toilet:95,암남공원1호광장(두도-희망정),화장실,false,STC-2698,1,P4,5,LOW_PRIORITY,"도로 polygon 20m 초과, 폭/면적 기준 큼",P4_MANUAL_REVIEW,REVIEW_P4_PUBLIC_CONTEXT,MEDIUM,p4_road_gt_50m_public_context_needs_map_check,"https://map.kakao.com/link/map/35.0483504,129.0149518","https://map.kakao.com/link/roadview/35.0483504,129.0149518"
stairs:2933,서구,계단,35.1356988,129.0056719,0.00,29.52,100035913041C03910100000000010169,22.0,busan-road-polygon:200406,,4.0,RDQ005,1113.8,crosswalk:2158,구학초등학교,false,671.3,barrier_free_facility:12081,구덕농원,음식·카페,false,STC-2640,1,P4,0,LOW_PRIORITY,도로 polygon 20m 초과,P4_MANUAL_REVIEW,REVIEW_P4_NEAR_ROAD_OR_CLUE,MEDIUM,p4_road_le_50m_or_has_nearby_clue,"https://map.kakao.com/link/map/35.1356988,129.0056719","https://map.kakao.com/link/roadview/35.1356988,129.0056719"
stairs:2982,서구,송도해수욕장,35.0758935,129.0170432,0.00,11.07,100035913061C03910100000000010253,23.6,busan-road-polygon:206127,,17.0,RDQ006,39.4,crosswalk:1734,기산비치(송도해수욕장),false,57.7,barrier_free_facility:2793,모노스코프 송도,음식·카페,false,STC-2688,1,P4,0,LOW_PRIORITY,도로 polygon 20m 초과,P4_MANUAL_REVIEW,REVIEW_P4_NEAR_ROAD_OR_CLUE,MEDIUM,p4_road_le_50m_or_has_nearby_clue,"https://map.kakao.com/link/map/35.0758935,129.0170432","https://map.kakao.com/link/roadview/35.0758935,129.0170432"
stairs:2985,서구,송도해수욕장,35.0745223,129.0162558,0.00,8.10,100035913071C03910100000000010257,23.6,busan-road-polygon:206138,,20.6,RDQ006,132.1,crosswalk:1744,기산비치(송도해수욕장),false,54.9,barrier_free_facility:2795,일반음식점,음식·카페,false,STC-2691,1,P4,0,LOW_PRIORITY,도로 polygon 20m 초과,P4_MANUAL_REVIEW,REVIEW_P4_NEAR_ROAD_OR_CLUE,MEDIUM,p4_road_le_50m_or_has_nearby_clue,"https://map.kakao.com/link/map/35.0745223,129.0162558","https://map.kakao.com/link/roadview/35.0745223,129.0162558"
stairs:2983,서구,송도해수욕장,35.0754323,129.0167132,0.00,12.79,100035913061C03910100000000010254,25.3,busan-road-polygon:206135,,17.0,RDQ006,50.7,crosswalk:1734,기산비치(송도해수욕장),false,64.4,barrier_free_facility:2793,모노스코프 송도,음식·카페,false,STC-2689,1,P4,0,LOW_PRIORITY,도로 polygon 20m 초과,P4_MANUAL_REVIEW,REVIEW_P4_NEAR_ROAD_OR_CLUE,MEDIUM,p4_road_le_50m_or_has_nearby_clue,"https://map.kakao.com/link/map/35.0754323,129.0167132","https://map.kakao.com/link/roadview/35.0754323,129.0167132"
