sourceId,districtGu,districtDong,locationLabel,point,lat,lng,widthMeter,lengthMeter,areaSquareMeter,crossingState
crosswalk:431,해운대구,반여동,반여2동 새마을금고,POINT(129.1308340 35.1961652),35.1961652,129.1308340,6,13,86,TRAFFIC_SIGNALS
crosswalk:432,해운대구,재송동,반여2PB(반여2동사무소직결),POINT(129.1305457 35.1945165),35.1945165,129.1305457,6,11,73,TRAFFIC_SIGNALS
crosswalk:433,해운대구,반여동,반여2PB(반여2동사무소직결),POINT(129.1306591 35.1951290),35.1951290,129.1306591,6,14,87,TRAFFIC_SIGNALS
crosswalk:434,해운대구,재송동,재송초교,POINT(129.1253926 35.1857234),35.1857234,129.1253926,6,10,59,TRAFFIC_SIGNALS
crosswalk:435,해운대구,재송동,재송초교,POINT(129.1255484 35.1861745),35.1861745,129.1255484,7,14,89,TRAFFIC_SIGNALS
crosswalk:436,해운대구,우동,해운대전화국입구 (스펀지 앞),POINT(129.1602447 35.1643801),35.1643801,129.1602447,9,22,190,TRAFFIC_SIGNALS
crosswalk:437,해운대구,우동,한주주차장,POINT(129.1627369 35.1657834),35.1657834,129.1627369,22,8,151,TRAFFIC_SIGNALS
crosswalk:438,해운대구,송정동,송정초교,POINT(129.2030563 35.1828652),35.1828652,129.2030563,6,11,61,TRAFFIC_SIGNALS
crosswalk:439,해운대구,송정동,(구) 송정검문소,POINT(129.2012047 35.1840931),35.1840931,129.2012047,7,24,139,TRAFFIC_SIGNALS
crosswalk:440,해운대구,송정동,(구) 송정검문소,POINT(129.2012864 35.1838550),35.1838550,129.2012864,6,18,105,TRAFFIC_SIGNALS
crosswalk:441,해운대구,좌동,벽산1차아파트(19),POINT(129.1776433 35.1704679),35.1704679,129.1776433,7,14,99,TRAFFIC_SIGNALS
crosswalk:442,해운대구,좌동,벽산1차아파트(19),POINT(129.1776706 35.1703321),35.1703321,129.1776706,4,12,50,TRAFFIC_SIGNALS
crosswalk:443,해운대구,좌동,벽산1차아파트(19),POINT(129.1777620 35.1703151),35.1703151,129.1777620,4,29,119,TRAFFIC_SIGNALS
crosswalk:444,해운대구,좌동,벽산1차아파트(19),POINT(129.1775840 35.1702245),35.1702245,129.1775840,7,22,147,TRAFFIC_SIGNALS
crosswalk:445,해운대구,좌동,벽산1차아파트(19),POINT(129.1778523 35.1702656),35.1702656,129.1778523,4,12,51,TRAFFIC_SIGNALS
crosswalk:446,해운대구,좌동,벽산1차아파트(19),POINT(129.1778743 35.1701505),35.1701505,129.1778743,7,13,87,TRAFFIC_SIGNALS
crosswalk:447,해운대구,좌동,벽산1차아파트(19),POINT(129.1783970 35.1706048),35.1706048,129.1783970,8,23,181,TRAFFIC_SIGNALS
crosswalk:448,해운대구,좌동,벽산1차아파트(19),POINT(129.1779072 35.1703733),35.1703733,129.1779072,8,23,189,TRAFFIC_SIGNALS
crosswalk:449,해운대구,송정동,송덕주유소,POINT(129.2038558 35.1897992),35.1897992,129.2038558,7,23,149,TRAFFIC_SIGNALS
crosswalk:450,해운대구,우동,글로리콘도,POINT(129.1583466 35.1591379),35.1591379,129.1583466,7,19,131,TRAFFIC_SIGNALS
crosswalk:451,해운대구,우동,우2동교회,POINT(129.1407450 35.1669958),35.1669958,129.1407450,14,13,125,TRAFFIC_SIGNALS
crosswalk:452,해운대구,중동,해운대예식장,POINT(129.1636645 35.1610706),35.1610706,129.1636645,12,15,151,TRAFFIC_SIGNALS
crosswalk:453,해운대구,우동,바다파출소,POINT(129.1602782 35.1595331),35.1595331,129.1602782,10,15,155,TRAFFIC_SIGNALS
crosswalk:454,해운대구,우동,바다파출소,POINT(129.1607341 35.1595851),35.1595851,129.1607341,12,16,188,TRAFFIC_SIGNALS
crosswalk:455,해운대구,중동,바다파출소,POINT(129.1618425 35.1597414),35.1597414,129.1618425,7,16,103,TRAFFIC_SIGNALS
crosswalk:456,해운대구,중동,바다파출소,POINT(129.1621901 35.1598988),35.1598988,129.1621901,14,22,175,TRAFFIC_SIGNALS
crosswalk:457,해운대구,중동,바다파출소,POINT(129.1619316 35.1599731),35.1599731,129.1619316,9,11,71,TRAFFIC_SIGNALS
crosswalk:458,해운대구,우동,동백섬입구,POINT(129.1512364 35.1577604),35.1577604,129.1512364,21,11,167,TRAFFIC_SIGNALS
crosswalk:459,해운대구,우동,동백섬입구,POINT(129.1520684 35.1579929),35.1579929,129.1520684,6,21,131,TRAFFIC_SIGNALS
crosswalk:460,해운대구,우동,동백섬입구,POINT(129.1523246 35.1580466),35.1580466,129.1523246,11,20,123,TRAFFIC_SIGNALS
crosswalk:461,해운대구,우동,동백섬입구,POINT(129.1521109 35.1581338),35.1581338,129.1521109,14,9,99,TRAFFIC_SIGNALS
crosswalk:462,해운대구,우동,대우마리나센터,POINT(129.1490657 35.1583421),35.1583421,129.1490657,6,19,114,TRAFFIC_SIGNALS
crosswalk:463,해운대구,우동,대우마리나센터,POINT(129.1494778 35.1582406),35.1582406,129.1494778,6,22,135,TRAFFIC_SIGNALS
crosswalk:464,해운대구,우동,대우마리나2차,POINT(129.1472639 35.1588559),35.1588559,129.1472639,6,19,117,TRAFFIC_SIGNALS
crosswalk:465,해운대구,우동,대우마리나2차,POINT(129.1476570 35.1587531),35.1587531,129.1476570,6,19,103,TRAFFIC_SIGNALS
crosswalk:466,해운대구,우동,대우마리나1차,POINT(129.1450745 35.1594901),35.1594901,129.1450745,6,19,115,TRAFFIC_SIGNALS
crosswalk:467,해운대구,우동,해강초등학교,POINT(129.1419240 35.1608354),35.1608354,129.1419240,10,19,113,TRAFFIC_SIGNALS
crosswalk:468,해운대구,우동,요트경기장,POINT(129.1401552 35.1623665),35.1623665,129.1401552,10,19,101,TRAFFIC_SIGNALS
crosswalk:469,해운대구,우동,요트경기장,POINT(129.1405138 35.1620613),35.1620613,129.1405138,10,19,100,TRAFFIC_SIGNALS
crosswalk:470,해운대구,우동,올림픽동산,POINT(129.1313656 35.1648235),35.1648235,129.1313656,7,21,139,TRAFFIC_SIGNALS
crosswalk:471,해운대구,우동,올림픽동산,POINT(129.1318036 35.1640220),35.1640220,129.1318036,19,13,161,TRAFFIC_SIGNALS
crosswalk:472,해운대구,우동,올림픽동산,POINT(129.1331098 35.1631829),35.1631829,129.1331098,20,11,167,TRAFFIC_SIGNALS
crosswalk:473,해운대구,우동,올림픽동산,POINT(129.1329397 35.1635064),35.1635064,129.1329397,25,14,236,TRAFFIC_SIGNALS
crosswalk:474,해운대구,우동,천일자동차학원(센텀시티입구),POINT(129.1289029 35.1675842),35.1675842,129.1289029,7,19,131,TRAFFIC_SIGNALS
crosswalk:475,해운대구,우동,천일자동차학원(센텀시티입구),POINT(129.1289030 35.1672903),35.1672903,129.1289030,8,39,289,TRAFFIC_SIGNALS
crosswalk:476,해운대구,우동,천일자동차학원(센텀시티입구),POINT(129.1292273 35.1671867),35.1671867,129.1292273,15,29,250,TRAFFIC_SIGNALS
crosswalk:477,해운대구,우동,천일자동차학원(센텀시티입구),POINT(129.1291994 35.1675178),35.1675178,129.1291994,9,37,305,TRAFFIC_SIGNALS
crosswalk:478,해운대구,우동,해운대역,POINT(129.1584247 35.1633940),35.1633940,129.1584247,6,19,107,TRAFFIC_SIGNALS
crosswalk:479,해운대구,우동,해운대역,POINT(129.1589290 35.1635285),35.1635285,129.1589290,7,25,142,TRAFFIC_SIGNALS
crosswalk:480,해운대구,우동,해변주유소,POINT(129.1563237 35.1622031),35.1622031,129.1563237,6,21,133,TRAFFIC_SIGNALS
crosswalk:481,해운대구,우동,기계공고,POINT(129.1512685 35.1600954),35.1600954,129.1512685,11,19,118,TRAFFIC_SIGNALS
crosswalk:482,해운대구,우동,기계공고,POINT(129.1541402 35.1608939),35.1608939,129.1541402,4,31,99,TRAFFIC_SIGNALS
crosswalk:483,해운대구,우동,기계공고,POINT(129.1539298 35.1609330),35.1609330,129.1539298,15,12,131,TRAFFIC_SIGNALS
crosswalk:484,해운대구,우동,기계공고,POINT(129.1542571 35.1610635),35.1610635,129.1542571,15,11,129,TRAFFIC_SIGNALS
crosswalk:485,해운대구,우동,운촌삼거리,POINT(129.1493554 35.1606757),35.1606757,129.1493554,18,11,169,TRAFFIC_SIGNALS
crosswalk:486,해운대구,우동,승당삼거리,POINT(129.1445060 35.1631620),35.1631620,129.1445060,26,19,314,TRAFFIC_SIGNALS
crosswalk:487,해운대구,우동,올림픽사거리,POINT(129.1385052 35.1688202),35.1688202,129.1385052,14,26,232,TRAFFIC_SIGNALS
crosswalk:488,해운대구,우동,올림픽사거리,POINT(129.1388771 35.1684378),35.1684378,129.1388771,5,10,43,TRAFFIC_SIGNALS
crosswalk:489,해운대구,우동,올림픽사거리,POINT(129.1387518 35.1685724),35.1685724,129.1387518,8,14,110,TRAFFIC_SIGNALS
crosswalk:490,해운대구,우동,삼호가든,POINT(129.1351891 35.1711187),35.1711187,129.1351891,7,23,177,TRAFFIC_SIGNALS
crosswalk:491,해운대구,우동,삼호가든,POINT(129.1352740 35.1708820),35.1708820,129.1352740,7,27,185,TRAFFIC_SIGNALS
crosswalk:492,해운대구,우동,수영역,POINT(129.1324945 35.1727637),35.1727637,129.1324945,13,27,170,TRAFFIC_SIGNALS
crosswalk:493,해운대구,우동,수영역,POINT(129.1321893 35.1727359),35.1727359,129.1321893,8,17,130,TRAFFIC_SIGNALS
crosswalk:494,해운대구,우동,수영역,POINT(129.1333966 35.1719894),35.1719894,129.1333966,21,14,215,TRAFFIC_SIGNALS
crosswalk:495,해운대구,재송동,유창맨션,POINT(129.1260806 35.1790917),35.1790917,129.1260806,6,14,87,TRAFFIC_SIGNALS
crosswalk:496,해운대구,재송동,유창맨션,POINT(129.1268159 35.1779113),35.1779113,129.1268159,12,20,134,TRAFFIC_SIGNALS
crosswalk:497,해운대구,재송동,유창맨션,POINT(129.1269507 35.1777522),35.1777522,129.1269507,8,15,76,TRAFFIC_SIGNALS
crosswalk:498,해운대구,재송동,동부지청,POINT(129.1222272 35.1830750),35.1830750,129.1222272,8,17,131,TRAFFIC_SIGNALS
crosswalk:499,해운대구,재송동,동부지청,POINT(129.1219748 35.1831357),35.1831357,129.1219748,9,23,193,TRAFFIC_SIGNALS
crosswalk:500,해운대구,재송동,동부지청,POINT(129.1229067 35.1819376),35.1819376,129.1229067,6,23,144,TRAFFIC_SIGNALS
crosswalk:501,해운대구,재송동,해운대서,POINT(129.1208681 35.1845643),35.1845643,129.1208681,5,30,120,TRAFFIC_SIGNALS
crosswalk:502,해운대구,재송동,해운대서,POINT(129.1209598 35.1854540),35.1854540,129.1209598,9,24,206,TRAFFIC_SIGNALS
crosswalk:503,해운대구,재송동,할렐루야의원,POINT(129.1208435 35.1880088),35.1880088,129.1208435,7,21,153,TRAFFIC_SIGNALS
crosswalk:504,해운대구,재송동,반여삼익아파트,POINT(129.1203811 35.1902276),35.1902276,129.1203811,8,23,193,TRAFFIC_SIGNALS
crosswalk:505,해운대구,반여동,원동IC㈜샤니,POINT(129.1177673 35.1934872),35.1934872,129.1177673,6,33,209,TRAFFIC_SIGNALS
crosswalk:506,해운대구,반여동,원동IC㈜샤니,POINT(129.1180001 35.1936070),35.1936070,129.1180001,7,26,140,TRAFFIC_SIGNALS
crosswalk:507,해운대구,반여동,석대진개장,POINT(129.1298523 35.2199795),35.2199795,129.1298523,14,11,130,TRAFFIC_SIGNALS
crosswalk:508,해운대구,석대동,석대꽃농원앞,POINT(129.1247373 35.2187688),35.2187688,129.1247373,6,14,80,TRAFFIC_SIGNALS
crosswalk:509,해운대구,석대동,석대꽃농원앞,POINT(129.1248410 35.2190346),35.2190346,129.1248410,6,16,96,TRAFFIC_SIGNALS
crosswalk:510,해운대구,석대동,석대사거리,POINT(129.1191849 35.2177433),35.2177433,129.1191849,15,21,132,TRAFFIC_SIGNALS
crosswalk:511,해운대구,석대동,석대사거리,POINT(129.1193024 35.2174848),35.2174848,129.1193024,5,29,142,TRAFFIC_SIGNALS
crosswalk:512,해운대구,석대동,석대사거리,POINT(129.1194092 35.2176894),35.2176894,129.1194092,6,21,127,TRAFFIC_SIGNALS
crosswalk:513,북구,금곡동,벽산강변타운,POINT(129.0130703 35.2450751),35.2450751,129.0130703,7,5,29,TRAFFIC_SIGNALS
crosswalk:514,북구,금곡동,금곡주공아파트8단지앞(801동),POINT(129.0147446 35.2581444),35.2581444,129.0147446,12,8,85,TRAFFIC_SIGNALS
crosswalk:515,북구,금곡동,금곡주공아파트9단지앞(901동),POINT(129.0137672 35.2547754),35.2547754,129.0137672,13,7,89,TRAFFIC_SIGNALS
crosswalk:516,북구,금곡동,금곡초교(금곡2차유림아파트),POINT(129.0164448 35.2621859),35.2621859,129.0164448,11,8,77,TRAFFIC_SIGNALS
crosswalk:517,북구,금곡동,금곡초교(금곡2차유림아파트),POINT(129.0162382 35.2620174),35.2620174,129.0162382,11,9,87,TRAFFIC_SIGNALS
crosswalk:518,북구,금곡동,금곡초교(금곡2차유림아파트),POINT(129.0164183 35.2618665),35.2618665,129.0164183,11,8,79,TRAFFIC_SIGNALS
crosswalk:519,북구,금곡동,금곡초교(금곡2차유림아파트),POINT(129.0166486 35.2619968),35.2619968,129.0166486,12,7,76,TRAFFIC_SIGNALS
crosswalk:520,북구,화명동,,POINT(129.0070042 35.2195497),35.2195497,129.0070042,7,25,164,TRAFFIC_SIGNALS
crosswalk:521,북구,금곡동,금곡초교(금곡2차유림아파트),POINT(129.0164938 35.2628505),35.2628505,129.0164938,6,13,79,TRAFFIC_SIGNALS
crosswalk:522,북구,화명동,,POINT(129.0177360 35.2329599),35.2329599,129.0177360,0,0,0,TRAFFIC_SIGNALS
crosswalk:523,북구,화명동,,POINT(129.0178246 35.2331252),35.2331252,129.0178246,0,0,0,TRAFFIC_SIGNALS
crosswalk:524,북구,화명동,,POINT(129.0177004 35.2330606),35.2330606,129.0177004,0,0,0,TRAFFIC_SIGNALS
crosswalk:525,북구,화명동,낙동고교 주변,POINT(129.0092737 35.2175219),35.2175219,129.0092737,5,12,60,TRAFFIC_SIGNALS
crosswalk:526,북구,화명동,화명롯데캐슬카이저 후문,POINT(129.0140212 35.2244853),35.2244853,129.0140212,6,8,46,TRAFFIC_SIGNALS
crosswalk:527,북구,덕천동,덕천시영아파트,POINT(129.0159140 35.2128769),35.2128769,129.0159140,4,7,24,TRAFFIC_SIGNALS
crosswalk:528,북구,만덕동,만덕로타리,POINT(129.0365358 35.2131445),35.2131445,129.0365358,6,19,116,TRAFFIC_SIGNALS
crosswalk:529,북구,금곡동,금곡신금초교입구,POINT(129.0147331 35.2492724),35.2492724,129.0147331,8,12,94,TRAFFIC_SIGNALS
crosswalk:530,북구,금곡동,금곡신금초교입구,POINT(129.0145527 35.2494022),35.2494022,129.0145527,7,13,60,TRAFFIC_SIGNALS
crosswalk:531,북구,금곡동,금곡이안APT,POINT(129.0118094 35.2566590),35.2566590,129.0118094,6,8,48,TRAFFIC_SIGNALS
crosswalk:532,북구,화명동,대우아파트앞,POINT(129.0190247 35.2347329),35.2347329,129.0190247,15,12,132,TRAFFIC_SIGNALS
crosswalk:533,북구,화명동,화명2지구(8-1),POINT(129.0120231 35.2338770),35.2338770,129.0120231,6,8,45,TRAFFIC_SIGNALS
crosswalk:534,북구,화명동,화명2지구(8-1),POINT(129.0118608 35.2340476),35.2340476,129.0118608,6,7,44,TRAFFIC_SIGNALS
crosswalk:535,북구,화명동,,POINT(129.0123658 35.2353185),35.2353185,129.0123658,3,14,42,TRAFFIC_SIGNALS
crosswalk:536,북구,금곡동,금곡주공905동앞,POINT(129.0137735 35.2562597),35.2562597,129.0137735,11,9,88,TRAFFIC_SIGNALS
crosswalk:537,북구,화명동,화명2지구(8-2),POINT(129.0123519 35.2357391),35.2357391,129.0123519,6,8,44,TRAFFIC_SIGNALS
crosswalk:538,북구,화명동,(화명동 부산은행)메트로프라자,POINT(129.0104743 35.2342148),35.2342148,129.0104743,6,8,46,TRAFFIC_SIGNALS
crosswalk:539,북구,화명동,(화명동 부산은행)메트로프라자,POINT(129.0109997 35.2341509),35.2341509,129.0109997,6,8,46,TRAFFIC_SIGNALS
crosswalk:540,북구,화명동,화명10지점,POINT(129.0093914 35.2341880),35.2341880,129.0093914,6,8,45,TRAFFIC_SIGNALS
crosswalk:541,북구,화명동,화명10지점,POINT(129.0096046 35.2343203),35.2343203,129.0096046,6,8,46,TRAFFIC_SIGNALS
crosswalk:542,북구,화명동,화명10지점,POINT(129.0092360 35.2343648),35.2343648,129.0092360,6,8,46,TRAFFIC_SIGNALS
crosswalk:543,북구,화명동,화명10지점,POINT(129.0094468 35.2345007),35.2345007,129.0094468,6,8,45,TRAFFIC_SIGNALS
crosswalk:544,북구,금곡동,금곡주공905동앞,POINT(129.0135324 35.2565017),35.2565017,129.0135324,12,8,87,TRAFFIC_SIGNALS
crosswalk:545,북구,덕천동,덕천KT,POINT(129.0186138 35.2132875),35.2132875,129.0186138,4,7,24,TRAFFIC_SIGNALS
crosswalk:546,북구,덕천동,덕천벽산아파트,POINT(129.0217524 35.2133817),35.2133817,129.0217524,4,7,25,TRAFFIC_SIGNALS
crosswalk:547,북구,금곡동,금곡주공905동앞,POINT(129.0139032 35.2566732),35.2566732,129.0139032,12,8,85,TRAFFIC_SIGNALS
crosswalk:548,북구,덕천동,덕천천,POINT(129.0050450 35.2112710),35.2112710,129.0050450,11,6,66,TRAFFIC_SIGNALS
crosswalk:549,북구,화명동,화신중학교,POINT(129.0142079 35.2388049),35.2388049,129.0142079,4,12,49,TRAFFIC_SIGNALS
crosswalk:550,북구,금곡동,금곡주공411동앞,POINT(129.0141795 35.2514723),35.2514723,129.0141795,7,13,97,TRAFFIC_SIGNALS
crosswalk:551,북구,금곡동,금곡주유소,POINT(129.0147041 35.2623444),35.2623444,129.0147041,6,13,79,TRAFFIC_SIGNALS
crosswalk:552,북구,금곡동,금곡역,POINT(129.0176017 35.2676776),35.2676776,129.0176017,6,12,72,TRAFFIC_SIGNALS
crosswalk:553,북구,덕천동,신도아파트(성진철재상사직결),POINT(129.0099255 35.2124777),35.2124777,129.0099255,10,7,69,TRAFFIC_SIGNALS
crosswalk:554,북구,금곡동,금곡주공411동앞,POINT(129.0140010 35.2516168),35.2516168,129.0140010,7,15,82,TRAFFIC_SIGNALS
crosswalk:555,북구,만덕동,(만덕공업기술원)부산 이노비즈 센터,POINT(129.0258310 35.2123279),35.2123279,129.0258310,12,7,83,TRAFFIC_SIGNALS
crosswalk:556,북구,만덕동,만덕신광주유소,POINT(129.0348964 35.2097082),35.2097082,129.0348964,7,15,96,TRAFFIC_SIGNALS
crosswalk:557,북구,금곡동,금곡주공411동앞,POINT(129.0141221 35.2518300),35.2518300,129.0141221,6,13,75,TRAFFIC_SIGNALS
crosswalk:558,북구,만덕동,신만덕사거리,POINT(129.0375035 35.2096405),35.2096405,129.0375035,8,29,209,TRAFFIC_SIGNALS
crosswalk:559,북구,만덕동,만덕초교,POINT(129.0299215 35.2141205),35.2141205,129.0299215,9,7,63,TRAFFIC_SIGNALS
crosswalk:560,북구,덕천동,대한항공사원아파트앞,POINT(129.0140658 35.2135030),35.2135030,129.0140658,12,7,66,TRAFFIC_SIGNALS
crosswalk:561,북구,덕천동,대한항공사원아파트앞,POINT(129.0141386 35.2136124),35.2136124,129.0141386,5,6,19,TRAFFIC_SIGNALS
crosswalk:562,북구,덕천동,대한항공사원아파트앞,POINT(129.0129372 35.2131449),35.2131449,129.0129372,5,7,26,TRAFFIC_SIGNALS
crosswalk:563,북구,덕천동,대한항공사원아파트앞,POINT(129.0128300 35.2132096),35.2132096,129.0128300,9,10,61,TRAFFIC_SIGNALS
crosswalk:564,북구,덕천동,덕천은마아파트,POINT(129.0205017 35.2108819),35.2108819,129.0205017,8,12,73,TRAFFIC_SIGNALS
crosswalk:565,북구,덕천동,덕천동삼진아파트,POINT(129.0191321 35.2142297),35.2142297,129.0191321,4,11,44,TRAFFIC_SIGNALS
crosswalk:566,북구,만덕동,농협만덕지소,POINT(129.0347425 35.2142503),35.2142503,129.0347425,7,12,80,TRAFFIC_SIGNALS
crosswalk:567,북구,만덕동,만덕중학교,POINT(129.0316614 35.2142999),35.2142999,129.0316614,15,13,129,TRAFFIC_SIGNALS
crosswalk:568,북구,덕천동,덕천동둥지유치원앞,POINT(129.0117831 35.2129466),35.2129466,129.0117831,9,9,73,TRAFFIC_SIGNALS
crosswalk:569,북구,덕천동,덕천동둥지유치원앞,POINT(129.0115577 35.2128837),35.2128837,129.0115577,8,9,69,TRAFFIC_SIGNALS
crosswalk:570,북구,만덕동,만덕현대아파트앞,POINT(129.0291386 35.2116627),35.2116627,129.0291386,11,8,81,TRAFFIC_SIGNALS
crosswalk:571,북구,덕천동,덕천동북부맨션앞,POINT(129.0064049 35.2116099),35.2116099,129.0064049,11,6,65,TRAFFIC_SIGNALS
crosswalk:572,북구,덕천동,덕천동북부맨션앞,POINT(129.0066410 35.2116605),35.2116605,129.0066410,12,6,69,TRAFFIC_SIGNALS
crosswalk:573,북구,덕천동,덕천동부국맨션앞,POINT(129.0076186 35.2119043),35.2119043,129.0076186,11,8,76,TRAFFIC_SIGNALS
crosswalk:574,북구,덕천동,만덕벽산아파트,POINT(129.0240829 35.2111168),35.2111168,129.0240829,10,9,58,TRAFFIC_SIGNALS
crosswalk:575,북구,만덕동,만덕벽산아파트,POINT(129.0243801 35.2111927),35.2111927,129.0243801,8,16,135,TRAFFIC_SIGNALS
crosswalk:576,북구,금곡동,금곡금창초교옆,POINT(129.0202511 35.2646083),35.2646083,129.0202511,12,7,88,TRAFFIC_SIGNALS
crosswalk:577,북구,금곡동,화명2지구 리버빌,POINT(129.0114048 35.2476441),35.2476441,129.0114048,5,8,43,TRAFFIC_SIGNALS
crosswalk:578,북구,덕천동,광덕물산,POINT(129.0233408 35.2140937),35.2140937,129.0233408,7,6,35,TRAFFIC_SIGNALS
crosswalk:579,북구,금곡동,금곡금창초교옆,POINT(129.0204468 35.2648564),35.2648564,129.0204468,6,14,88,TRAFFIC_SIGNALS
crosswalk:580,북구,화명동,화명소방PB,POINT(129.0102256 35.2254522),35.2254522,129.0102256,5,13,63,TRAFFIC_SIGNALS
crosswalk:581,북구,화명동,만호제강,POINT(129.0122930 35.2289498),35.2289498,129.0122930,8,18,147,TRAFFIC_SIGNALS
crosswalk:582,북구,금곡동,금곡동사무소,POINT(129.0125406 35.2503151),35.2503151,129.0125406,4,12,48,TRAFFIC_SIGNALS
crosswalk:583,북구,덕천동,부산기능대학입구,POINT(129.0216329 35.2144140),35.2144140,129.0216329,9,6,44,TRAFFIC_SIGNALS
crosswalk:584,북구,금곡동,금곡금창초교옆,POINT(129.0206121 35.2653663),35.2653663,129.0206121,6,13,78,TRAFFIC_SIGNALS
crosswalk:585,북구,덕천동,부산기능대학입구,POINT(129.0217811 35.2144307),35.2144307,129.0217811,8,6,42,TRAFFIC_SIGNALS
crosswalk:586,북구,화명동,화명2지구택지조성(4)(북부경찰서),POINT(129.0101005 35.2292152),35.2292152,129.0101005,8,14,112,TRAFFIC_SIGNALS
crosswalk:587,북구,화명동,화명2지구택지조성(4)(북부경찰서),POINT(129.0095892 35.2292759),35.2292759,129.0095892,8,14,112,TRAFFIC_SIGNALS
crosswalk:588,북구,화명동,화명2지구택지조성(5)(용수초교삼거리),POINT(129.0074623 35.2295344),35.2295344,129.0074623,8,14,112,TRAFFIC_SIGNALS
crosswalk:589,북구,화명동,화명2지구(8-1),POINT(129.0122534 35.2339992),35.2339992,129.0122534,6,8,45,TRAFFIC_SIGNALS
crosswalk:590,북구,화명동,화명2지구(8-1),POINT(129.0120770 35.2341807),35.2341807,129.0120770,6,8,46,TRAFFIC_SIGNALS
crosswalk:591,북구,화명동,화명동 쌍용아파트,POINT(129.0095811 35.2270630),35.2270630,129.0095811,4,11,33,TRAFFIC_SIGNALS
crosswalk:592,북구,금곡동,금곡금창초교옆,POINT(129.0206032 35.2656577),35.2656577,129.0206032,10,9,77,TRAFFIC_SIGNALS
crosswalk:593,북구,구포동,북구청입구,POINT(128.9881847 35.1969699),35.1969699,128.9881847,39,22,215,TRAFFIC_SIGNALS
crosswalk:594,북구,금곡동,금곡주공1단지101동앞,POINT(129.0193497 35.2670011),35.2670011,129.0193497,11,6,66,TRAFFIC_SIGNALS
crosswalk:595,북구,금곡동,화명초등학교,POINT(129.0143090 35.2401301),35.2401301,129.0143090,4,24,94,TRAFFIC_SIGNALS
crosswalk:596,북구,덕천동,신도아파트(성진철재상사직결),POINT(129.0104429 35.2126066),35.2126066,129.0104429,10,8,71,TRAFFIC_SIGNALS
crosswalk:597,북구,만덕동,만덕그린코아아파트,POINT(129.0297900 35.2105111),35.2105111,129.0297900,17,15,163,TRAFFIC_SIGNALS
crosswalk:598,북구,만덕동,만덕그린코아아파트,POINT(129.0299825 35.2106425),35.2106425,129.0299825,19,13,213,TRAFFIC_SIGNALS
crosswalk:599,북구,금곡동,금곡중학교앞(금곡초교정문앞),POINT(129.0163649 35.2610840),35.2610840,129.0163649,12,7,77,TRAFFIC_SIGNALS
crosswalk:600,북구,만덕동,만덕그린코아아파트,POINT(129.0294810 35.2106879),35.2106879,129.0294810,10,12,81,TRAFFIC_SIGNALS
crosswalk:601,북구,만덕동,만덕그린코아아파트,POINT(129.0296258 35.2108040),35.2108040,129.0296258,14,12,97,TRAFFIC_SIGNALS
crosswalk:602,북구,만덕동,신만덕사거리,POINT(129.0376948 35.2094490),35.2094490,129.0376948,6,12,78,TRAFFIC_SIGNALS
crosswalk:603,북구,금곡동,금곡중학교앞(금곡초교정문앞),POINT(129.0162189 35.2599930),35.2599930,129.0162189,12,7,78,TRAFFIC_SIGNALS
crosswalk:604,북구,만덕동,신만덕사거리,POINT(129.0382339 35.2106810),35.2106810,129.0382339,11,8,69,TRAFFIC_SIGNALS
crosswalk:605,북구,덕천동,덕천주공101동,POINT(129.0128937 35.2090031),35.2090031,129.0128937,7,12,82,TRAFFIC_SIGNALS
crosswalk:606,북구,금곡동,금곡중학교앞(금곡초교정문앞),POINT(129.0163124 35.2602099),35.2602099,129.0163124,11,7,69,TRAFFIC_SIGNALS
crosswalk:607,북구,덕천동,덕천주공101동,POINT(129.0127624 35.2088865),35.2088865,129.0127624,9,9,52,TRAFFIC_SIGNALS
crosswalk:608,북구,금곡동,금곡중학교앞(금곡초교정문앞),POINT(129.0164006 35.2600927),35.2600927,129.0164006,10,8,46,TRAFFIC_SIGNALS
crosswalk:609,북구,구포동,경혜여고,POINT(129.0045398 35.2023419),35.2023419,129.0045398,11,9,91,TRAFFIC_SIGNALS
crosswalk:610,북구,구포동,포천초교,POINT(129.0079756 35.1960429),35.1960429,129.0079756,14,8,101,TRAFFIC_SIGNALS
crosswalk:611,북구,구포동,"포천사거리,직결",POINT(129.0054091 35.2000337),35.2000337,129.0054091,14,8,99,TRAFFIC_SIGNALS
crosswalk:612,북구,덕천동,덕천은마아파트,POINT(129.0199524 35.2106165),35.2106165,129.0199524,15,9,106,TRAFFIC_SIGNALS
crosswalk:613,북구,덕천동,덕천3동사무소,POINT(129.0174764 35.2101465),35.2101465,129.0174764,12,7,83,TRAFFIC_SIGNALS
crosswalk:614,북구,구포동,구포해피타운,POINT(129.0097201 35.1955332),35.1955332,129.0097201,15,9,127,TRAFFIC_SIGNALS
crosswalk:615,북구,구포동,구포해피타운,POINT(129.0105334 35.1953159),35.1953159,129.0105334,14,10,99,TRAFFIC_SIGNALS
crosswalk:616,북구,만덕동,만덕삼성아파트,POINT(129.0368077 35.2119189),35.2119189,129.0368077,12,10,99,TRAFFIC_SIGNALS
crosswalk:617,북구,덕천동,한성아파트,POINT(129.0105790 35.2084452),35.2084452,129.0105790,11,7,75,TRAFFIC_SIGNALS
