sourceId,districtGu,name,point,lat,lng,widthMeter,areaSquareMeter,structureCode,structureName,scls,ufid
stairs:859,기장군,계단,POINT(129.2428587 35.2647070),35.2647070,129.2428587,0.00,13.00,SRD001,계단,C0393323,100035909100C03910100000000022390
stairs:860,기장군,계단,POINT(129.2465548 35.2698972),35.2698972,129.2465548,0.00,7.65,SRD001,계단,C0393323,100035909100C03910100000000022391
stairs:861,기장군,계단,POINT(129.2461649 35.2611641),35.2611641,129.2461649,0.00,3.22,SRD001,계단,C0393323,100035909100C03910100000000022392
stairs:862,기장군,계단,POINT(129.2456241 35.2602332),35.2602332,129.2456241,0.00,4.21,SRD001,계단,C0393323,100035909100C03910100000000022393
stairs:863,기장군,계단,POINT(129.1543921 35.2708912),35.2708912,129.1543921,0.00,29.40,SRD001,계단,C0393323,100035909097C03910100000000022394
stairs:864,기장군,계단,POINT(129.1551816 35.2728155),35.2728155,129.1551816,0.00,7.79,SRD001,계단,C0393323,100035909097C03910100000000022395
stairs:865,기장군,계단,POINT(129.1551173 35.2728169),35.2728169,129.1551173,0.00,7.18,SRD001,계단,C0393323,100035909097C03910100000000022396
stairs:866,기장군,계단,POINT(129.1562793 35.2737313),35.2737313,129.1562793,0.00,33.48,SRD001,계단,C0393323,100035909097C03910100000000022397
stairs:867,기장군,계단,POINT(129.1481985 35.2609242),35.2609242,129.1481985,0.00,6.58,SRD001,계단,C0393323,100035909096C03910100000000022398
stairs:868,기장군,계단,POINT(129.2338392 35.2689027),35.2689027,129.2338392,0.00,23.70,SRD001,계단,C0393323,100035909100C03910100000000022399
stairs:869,기장군,계단,POINT(129.2309849 35.2682485),35.2682485,129.2309849,0.00,2.92,SRD001,계단,C0393323,100035909100C03910100000000022400
stairs:870,기장군,계단,POINT(129.2309636 35.2680718),35.2680718,129.2309636,0.00,53.12,SRD001,계단,C0393323,100035909100C03910100000000022401
stairs:871,기장군,계단,POINT(129.2264561 35.2726616),35.2726616,129.2264561,0.00,2.95,SRD001,계단,C0393323,100035909100C03910100000000022402
stairs:872,기장군,계단,POINT(129.2255212 35.2686559),35.2686559,129.2255212,0.00,48.85,SRD001,계단,C0393323,100035909100C03910100000000022403
stairs:873,기장군,계단,POINT(129.2257639 35.2677591),35.2677591,129.2257639,0.00,256.31,SRD001,계단,C0393323,100035909100C03910100000000022404
stairs:874,기장군,계단,POINT(129.2288468 35.2671348),35.2671348,129.2288468,0.00,109.62,SRD001,계단,C0393323,100035909100C03910100000000022405
stairs:875,기장군,계단,POINT(129.2261597 35.2688359),35.2688359,129.2261597,0.00,49.68,SRD001,계단,C0393323,100035909100C03910100000000022406
stairs:876,기장군,계단,POINT(129.2267705 35.2670139),35.2670139,129.2267705,0.00,8.70,SRD001,계단,C0393323,100035909100C03910100000000022407
stairs:877,기장군,계단,POINT(129.2266066 35.2669637),35.2669637,129.2266066,0.00,13.69,SRD001,계단,C0393323,100035909100C03910100000000022408
stairs:878,기장군,계단,POINT(129.2273407 35.2664289),35.2664289,129.2273407,0.00,6.97,SRD001,계단,C0393323,100035909100C03910100000000022409
stairs:879,기장군,계단,POINT(129.2277275 35.2667047),35.2667047,129.2277275,0.00,5.92,SRD001,계단,C0393323,100035909100C03910100000000022410
stairs:880,기장군,계단,POINT(129.2252447 35.2664075),35.2664075,129.2252447,0.00,30.83,SRD001,계단,C0393323,100035909100C03910100000000022411
stairs:881,기장군,계단,POINT(129.2341485 35.2686803),35.2686803,129.2341485,0.00,45.85,SRD001,계단,C0393323,100035909100C03910100000000022412
stairs:882,기장군,계단,POINT(129.2327627 35.2697877),35.2697877,129.2327627,0.00,38.59,SRD001,계단,C0393323,100035909100C03910100000000022413
stairs:883,기장군,계단,POINT(129.2328311 35.2700345),35.2700345,129.2328311,0.00,70.38,SRD001,계단,C0393323,100035909100C03910100000000022414
stairs:884,기장군,계단,POINT(129.2122025 35.2631337),35.2631337,129.2122025,0.00,23.41,SRD001,계단,C0393323,100035909099C03910100000000022415
stairs:885,기장군,계단,POINT(129.2123388 35.2630661),35.2630661,129.2123388,0.00,21.39,SRD001,계단,C0393323,100035909099C03910100000000022416
stairs:886,기장군,계단,POINT(129.2123683 35.2631938),35.2631938,129.2123683,0.00,22.55,SRD001,계단,C0393323,100035909099C03910100000000022417
stairs:887,기장군,계단,POINT(129.2121985 35.2632213),35.2632213,129.2121985,0.00,22.33,SRD001,계단,C0393323,100035909099C03910100000000022418
stairs:888,기장군,계단,POINT(129.2218501 35.2619891),35.2619891,129.2218501,0.00,32.80,SRD001,계단,C0393323,100035909099C03910100000000022419
stairs:889,기장군,계단,POINT(129.2211814 35.2683805),35.2683805,129.2211814,0.00,33.47,SRD001,계단,C0393323,100035909099C03910100000000022420
stairs:890,기장군,계단,POINT(129.2229637 35.2681673),35.2681673,129.2229637,0.00,70.10,SRD001,계단,C0393323,100035909099C03910100000000022421
stairs:891,기장군,계단,POINT(129.2225146 35.2680065),35.2680065,129.2225146,0.00,4.68,SRD001,계단,C0393323,100035909099C03910100000000022422
stairs:892,기장군,계단,POINT(129.2232878 35.2678967),35.2678967,129.2232878,0.00,5.15,SRD001,계단,C0393323,100035909099C03910100000000022423
stairs:893,기장군,계단,POINT(129.2215379 35.2685259),35.2685259,129.2215379,0.00,3.56,SRD001,계단,C0393323,100035909099C03910100000000022424
stairs:894,기장군,계단,POINT(129.2215080 35.2685611),35.2685611,129.2215080,0.00,3.87,SRD001,계단,C0393323,100035909099C03910100000000022425
stairs:895,기장군,계단,POINT(129.2248039 35.2673602),35.2673602,129.2248039,0.00,45.53,SRD001,계단,C0393323,100035909099C03910100000000022426
stairs:896,기장군,계단,POINT(129.2231128 35.2597677),35.2597677,129.2231128,0.00,16.76,SRD001,계단,C0393323,100035909099C03910100000000022427
stairs:897,기장군,계단,POINT(129.2225169 35.2586594),35.2586594,129.2225169,0.00,16.84,SRD001,계단,C0393323,100035909099C03910100000000022428
stairs:898,기장군,계단,POINT(129.2248107 35.2601296),35.2601296,129.2248107,0.00,19.50,SRD001,계단,C0393323,100035909099C03910100000000022429
stairs:899,기장군,계단,POINT(129.2225583 35.2619639),35.2619639,129.2225583,0.00,32.31,SRD001,계단,C0393323,100035909099C03910100000000022430
stairs:900,기장군,계단,POINT(129.2229056 35.2614394),35.2614394,129.2229056,0.00,31.29,SRD001,계단,C0393323,100035909099C03910100000000022431
stairs:901,기장군,계단,POINT(129.2244605 35.2600790),35.2600790,129.2244605,0.00,6.84,SRD001,계단,C0393323,100035909099C03910100000000022432
stairs:902,기장군,계단,POINT(129.2215005 35.2612685),35.2612685,129.2215005,0.00,6.78,SRD001,계단,C0393323,100035909099C03910100000000022433
stairs:903,기장군,계단,POINT(129.2216408 35.2621975),35.2621975,129.2216408,0.00,29.75,SRD001,계단,C0393323,100035909099C03910100000000022434
stairs:904,기장군,계단,POINT(129.2214684 35.2616542),35.2616542,129.2214684,0.00,20.37,SRD001,계단,C0393323,100035909099C03910100000000022435
stairs:905,기장군,계단,POINT(129.2217204 35.2621982),35.2621982,129.2217204,0.00,21.49,SRD001,계단,C0393323,100035909099C03910100000000022436
stairs:906,기장군,계단,POINT(129.2220777 35.2629694),35.2629694,129.2220777,0.00,199.96,SRD001,계단,C0393323,100035909099C03910100000000022437
stairs:907,기장군,계단,POINT(129.2214355 35.2646421),35.2646421,129.2214355,0.00,59.67,SRD001,계단,C0393323,100035909099C03910100000000022438
stairs:908,기장군,계단,POINT(129.2214285 35.2645388),35.2645388,129.2214285,0.00,4.39,SRD001,계단,C0393323,100035909099C03910100000000022439
stairs:909,기장군,계단,POINT(129.2211665 35.2646751),35.2646751,129.2211665,0.00,10.25,SRD001,계단,C0393323,100035909099C03910100000000022440
stairs:910,기장군,계단,POINT(129.2229170 35.2655010),35.2655010,129.2229170,0.00,85.60,SRD001,계단,C0393323,100035909099C03910100000000022441
stairs:911,기장군,계단,POINT(129.2232816 35.2662048),35.2662048,129.2232816,0.00,17.77,SRD001,계단,C0393323,100035909099C03910100000000022442
stairs:912,기장군,계단,POINT(129.2231183 35.2656031),35.2656031,129.2231183,0.00,6.55,SRD001,계단,C0393323,100035909099C03910100000000022443
stairs:913,기장군,계단,POINT(129.2234170 35.2660941),35.2660941,129.2234170,0.00,2.34,SRD001,계단,C0393323,100035909099C03910100000000022444
stairs:914,기장군,계단,POINT(129.2228150 35.2648855),35.2648855,129.2228150,0.00,38.39,SRD001,계단,C0393323,100035909099C03910100000000022445
stairs:915,기장군,계단,POINT(129.2230350 35.2648936),35.2648936,129.2230350,0.00,59.26,SRD001,계단,C0393323,100035909099C03910100000000022446
stairs:916,기장군,계단,POINT(129.2233840 35.2657399),35.2657399,129.2233840,0.00,43.93,SRD001,계단,C0393323,100035909099C03910100000000022447
stairs:917,기장군,계단,POINT(129.2207409 35.2653574),35.2653574,129.2207409,0.00,66.07,SRD001,계단,C0393323,100035909099C03910100000000022448
stairs:918,기장군,계단,POINT(129.2210256 35.2653138),35.2653138,129.2210256,0.00,6.09,SRD001,계단,C0393323,100035909099C03910100000000022449
stairs:919,기장군,계단,POINT(129.2203349 35.2656599),35.2656599,129.2203349,0.00,28.76,SRD001,계단,C0393323,100035909099C03910100000000022450
