placeId,name,category,address,point,providerPlaceId
3414,한주허브타운,ETC,부산광역시 영도구 절영로29번길 44,POINT(129.0416705 35.0908138),
3415,우림빌딩,ETC,부산광역시 영도구 대평로28번길 19,POINT(129.0348241 35.0924267),
3416,하나빌,ETC,부산광역시 영도구 대평로20번길 23,POINT(129.0354336 35.0921854),
3417,한국골프연습장,ETC,부산광역시 영도구 남항서로 119,POINT(129.0370712 35.0910854),
3418,남성교회비전센타 증축공사,ETC,부산광역시 영도구 남항로9번길 33,POINT(129.0376663 35.0911740),
3419,남항동1가 주차장,ETC,부산광역시 영도구 남항로9번길 21,POINT(129.0377936 35.0908538),
3420,남항동주민센터,PUBLIC_OFFICE,부산광역시 영도구 남항로9번길 1,POINT(129.0376303 35.0899725),
3421,현대종합상사,ETC,부산광역시 영도구 절영로50번길 3,POINT(129.0381912 35.0900470),
3422,유림화원,ETC,부산광역시 영도구 절영로 36,POINT(129.0390060 35.0912801),
3423,정림위더스하임,ETC,부산광역시 영도구 남항서로 123,POINT(129.0373063 35.0914080),
3424,제이스 힐타워,ETC,부산광역시 영도구 남항로9번길 11,POINT(129.0377367 35.0904488),
3425,한울시너스,ETC,부산광역시 영도구 남항로 9번길 5 (남항동1가),POINT(129.0377131 35.0901945),
3426,더킹페로스아파트,ETC,부산광역시 영도구 절영로 48,POINT(129.0383777 35.0904995),
3427,하나타운,ETC,부산광역시 영도구 절영로 40,POINT(129.0387743 35.0911380),
3428,남항동 드림팰리스,ETC,부산광역시 영도구 절영로 43,POINT(129.0391953 35.0904046),
3429,시엘 더 숲,ETC,부산광역시 영도구 절영로43번길 16,POINT(129.0397316 35.0902251),
3430,포레스타,ETC,부산광역시 영도구 절영로43번길 15,POINT(129.0397725 35.0904221),
3431,뉴스카이,ETC,부산광역시 영도구 남항로31번길 31,POINT(129.0403948 35.0904150),
3432,퀸페로스,ETC,부산광역시 영도구 남항로31번길 15,POINT(129.0399816 35.0897615),
3433,남항부백자연애아파트,ETC,부산광역시 영도구 절영로 35번길 46,POINT(129.0413353 35.0902721),
3434,산돌 어린이집,ETC,부산광역시 영도구 남항서로104번길 19,POINT(129.0377311 35.0894352),
3435,영도메디칼타운,ETC,부산광역시 영도구 절영로 58,POINT(129.0381947 35.0892112),
3436,대평초등학교,ETC,부산광역시 영도구 절영로82(남항동2가),POINT(129.0388823 35.0875356),
3437,남항경로당,WELFARE,부산광역시 영도구 남항서로82번길 59-5,POINT(129.0386668 35.0869211),
3438,남항치안센터,PUBLIC_OFFICE,부산광역시 영도구 절영로 91,POINT(129.0398106 35.0866258),
3439,부산남중학교,ETC,부산광역시 영도구 절영로73번길 7(남항동2가),POINT(129.0402414 35.0882135),
3440,남항시장주차장,ETC,부산광역시 영도구 절영로93번길 41,POINT(129.0407402 35.0882672),
3441,진명드림빌,ETC,부산광역시 영도구 절영로 89,POINT(129.0398003 35.0867906),
3442,유진캐슬3차아파트,ETC,부산광역시 영도구 절영로93번길 35,POINT(129.0404888 35.0880326),
3443,골든에이지,ETC,부산광역시 영도구 남항로 32-5,POINT(129.0399481 35.0886915),
3444,주식회사 석랑(빨강등대),FOOD_CAFE,부산광역시 영도구 남항서로 40,POINT(129.0357244 35.0849554),
3445,아이브스카이,ETC,부산광역시 영도구 남항서로70번길 13,POINT(129.0358830 35.0868105),
3446,태성빌딩,ETC,부산광역시 영도구 태종로105번길 6,POINT(129.0426482 35.0915056),
3447,대환빌딩,ETC,부산광역시 영도구 절영로19번길 60,POINT(129.0428599 35.0914663),
3448,영선1동 행정복지센터,PUBLIC_OFFICE,부산광역시 영도구 꿈나무길 25,POINT(129.0447328 35.0902488),
3449,효 어르신 데이케어 센터,WELFARE,부산광역시 영도구 꿈나무길 17,POINT(129.0444811 35.0903496),
3450,대성타운,ETC,부산광역시 영도구 한사랑길 75 (영선동1가),POINT(129.0442486 35.0900923),
3451,(주)동서C&I,ETC,부산광역시 영도구 영도새싹길 3,POINT(129.0449075 35.0901108),
3452,에코팰리스,ETC,부산광역시 영도구 절영로19번길 57,POINT(129.0429646 35.0916154),
3453,하이스카이,ETC,부산광역시 영도구 태종로113번길 12,POINT(129.0435148 35.0914547),
3454,영도오션트라움,ETC,부산광역시 영도구 태종로 107,POINT(129.0427402 35.0913073),
3455,청성아트,ETC,부산광역시 영도구 절영로29번길 58,POINT(129.0423497 35.0905680),
3456,대성타운,ETC,부산광역시 영도구 한사랑길 75,POINT(129.0442486 35.0900923),
3457,아이서울병원,HEALTHCARE,부산광역시 영도구 영선대로 75,POINT(129.0417098 35.0877819),
3458,영선1파출소(영선지구대),PUBLIC_OFFICE,부산광역시 영도구 남항시장길 328,POINT(129.0429051 35.0877050),
3459,유진캐슬,ETC,부산광역시 영도구 절영로93번길 40-5,POINT(129.0410818 35.0882054),
3460,청송아파트,ETC,부산광역시 영도구 절영로93번길 32-6,POINT(129.0407775 35.0875613),
3461,궁전그린파크,ETC,부산광역시 영도구 영선대로67번길 14,POINT(129.0408309 35.0874325),
3462,힐링파크,ETC,부산광역시 영도구 영선대로 69,POINT(129.0414840 35.0873863),
3463,청성아파트,ETC,부산광역시 영도구 영선대로 89,POINT(129.0423297 35.0889640),
3464,썬프라자,ETC,부산광역시 영도구 영선대로 95,POINT(129.0425659 35.0894562),
3465,동부산아이존빌아파트,ETC,부산광역시 영도구 영선대로 82 (영선동2가),POINT(129.0428559 35.0880371),
3466,청림산업,ETC,부산광역시 영도구 절영로101번길 6,POINT(129.0407078 35.0863300),
3467,영선2동행정복지센터,PUBLIC_OFFICE,부산광역시 영도구 영선대로 65,POINT(129.0413250 35.0870009),
3468,부산영선동우체국,PUBLIC_OFFICE,부산광역시 영도구 절영로 96-1 (영선동3가),POINT(129.0399146 35.0860760),
3469,일우빌딩,ETC,부산광역시 영도구 남항새싹길 46,POINT(129.0428808 35.0843316),
3470,더페로스아파트,ETC,부산광역시 영도구 영선대로67번길 17,POINT(129.0405384 35.0872106),
3471,영선동궁전빌라,ETC,부산광역시 영도구 절영로93번길 8-15,POINT(129.0404729 35.0867614),
3472,영도궁전빌라,ETC,부산광역시 영도구 절영로93번길 8-3,POINT(129.0402534 35.0868388),
3473,선경하우스,ETC,부산광역시 영도구 절영로93번길 4,POINT(129.0400701 35.0866535),
3474,청솔아트빌라,ETC,부산광역시 영도구 절영로101번길 8,POINT(129.0407755 35.0864316),
3475,대성타운,ETC,부산광역시 영도구 영선대로 61,POINT(129.0410649 35.0865663),
3476,영선2치안센터,PUBLIC_OFFICE,부산광역시 영도구 남항새싹3길 2,POINT(129.0416682 35.0834560),
3477,부산보건고등학교,ETC,부산광역시 영도구 절영로 163,POINT(129.0412838 35.0815219),
3478,부산보건고등학교,ETC,부산광역시 영도구 절영로 163 (영선동4가),POINT(129.0412838 35.0815219),
3479,남항초등학교,ETC,부산광역시 영도구 남항새싹길 55,POINT(129.0431170 35.0836696),
3480,대한예수교장로회금성교회,ETC,부산광역시 영도구 절영로 212,POINT(129.0449008 35.0787630),
3481,영선동 두비앙에코힐,ETC,부산광역시 영도구 남항서로70번길 86,POINT(129.0393681 35.0852489),
3482,신화하니엘 더마린,ETC,부산광역시 영도구 절영로94번길 33,POINT(129.0392826 35.0847187),
3483,궁전골드타운,ETC,부산광역시 영도구 절영로 140,POINT(129.0416222 35.0838810),
3484,영도초등학교,ETC,부산광역시 영도구 꿈나무길41(신선동1가),POINT(129.0462132 35.0901260),
3485,제일영도교회 신관,ETC,부산광역시 영도구 영봉길 90,POINT(129.0451387 35.0908457),
3486,신선파출소,PUBLIC_OFFICE,부산광역시 영도구 하나길 402,POINT(129.0461284 35.0858077),
3487,신선동주민센터,PUBLIC_OFFICE,부산광역시 영도구 하나길 317,POINT(129.0451605 35.0833820),
3488,남도여자중학교,ETC,부산광역시 영도구 남도여중길 130,POINT(129.0455444 35.0870677),
3489,신선스카이웨이 공영주차장,ETC,부산광역시 영도구 산제당길 154,POINT(129.0483021 35.0865500),
3490,영도구건강가정지원센터,PUBLIC_OFFICE,부산광역시 영도구 하나길 448,POINT(129.0464824 35.0865012),
3491,부산영선중학교,ETC,부산광역시 영도구 영상길 83,POINT(129.0446669 35.0862672),
3492,제2영도교회(비전센터),ETC,부산광역시 영도구 영상길 3,POINT(129.0431856 35.0853668),
3493,부산영상예술고등학교,ETC,부산광역시 영도구 영상길 100,POINT(129.0449175 35.0851361),
3494,금재오피스텔,ETC,부산광역시 영도구 절영로14번길 8-9,POINT(129.0396708 35.0935980),
3495,구민장례식장타워주차장,ETC,부산광역시 영도구 절영로14번길 8-12,POINT(129.0399072 35.0936294),
3496,대한예수교장로회땅끝교회제2성전,ETC,부산광역시 영도구 대교로 50,POINT(129.0401082 35.0949412),
3497,블루포트 2021,FOOD_CAFE,부산광역시 영도구 봉래나루로 138,POINT(129.0411452 35.0955506),
3498,대교타운,ETC,부산광역시 영도구 대교로46번길 21 (봉래동1가),POINT(129.0413040 35.0952320),
3499,라발스 호텔 부산,ACCOMMODATION,부산광역시 영도구 봉래나루로 82,POINT(129.0391299 35.0944992),
3500,그랑블루,ETC,부산광역시 영도구 태종로73번길 42,POINT(129.0397695 35.0942970),
3501,부영리치빌,ETC,부산광역시 영도구 절영로 7,POINT(129.0406565 35.0935203),
3502,유원 블루파크,ETC,부산광역시 영도구 대교로40번길 8,POINT(129.0413486 35.0945903),
3503,스위트빌,ETC,부산광역시 영도구 대교로46번길 7,POINT(129.0405345 35.0947922),
3504,디엔씨 오피스텔,ETC,부산광역시 영도구 대교로46번길 19,POINT(129.0411154 35.0950359),
3505,대교타운,ETC,부산광역시 영도구 대교로46번길 21,POINT(129.0413040 35.0952320),
3506,삼진어묵 본관동,ETC,부산광역시 영도구 태종로99번길 36,POINT(129.0427830 35.0929566),
3507,봉래나루 다누리센터,WELFARE,부산광역시 영도구 대교로46번길 50,POINT(129.0429122 35.0952426),
3508,영도구 봉래동2가 복합시설(GGTI),ETC,부산광역시 영도구 대교로46번길 46,POINT(129.0427108 35.0950969),
3509,삼성어구,ETC,부산광역시 영도구 대교로30번길 18,POINT(129.0425425 35.0947986),
3510,대성아트빌라 3차,ETC,부산광역시 영도구 태종로83번길 26,POINT(129.0409236 35.0930641),
3511,오션블루,ETC,부산광역시 영도구 대교로 19,POINT(129.0426446 35.0933554),
3512,성인아르빌,ETC,부산광역시 영도구 절영로7번길 37-3,POINT(129.0424451 35.0930260),
3513,대교 마루빌,ETC,부산광역시 영도구 태종로95번길 36,POINT(129.0422346 35.0930258),
3514,봉래마을,ETC,부산광역시 영도구 태종로83번길 38,POINT(129.0412918 35.0935049),
3515,페로스타워,ETC,부산광역시 영도구 대교로14번길 35,POINT(129.0442094 35.0950383),
3516,하늘정원,ETC,부산광역시 영도구 대교로30번길 16,POINT(129.0424950 35.0946826),
3517,블루빌리지A,ETC,부산광역시 영도구 대교로30번길 12,POINT(129.0423890 35.0944941),
3518,블루빌리지B,ETC,부산광역시 영도구 대교로30번길 14,POINT(129.0424383 35.0945874),
3519,BUSAN YEONGDO MCDIRVE,FOOD_CAFE,부산광역시 영도구 태종로 150,POINT(129.0454807 35.0928510),
3520,봉래1동주민센터,PUBLIC_OFFICE,부산광역시 영도구 대교로6번길 5,POINT(129.0443171 35.0935046),
3521,성우 펠리체리움,ETC,부산광역시 영도구 대교로2번길 15,POINT(129.0448672 35.0938011),
3522,동승벨라지오,ETC,부산광역시 영도구 대교로2번길 31,POINT(129.0452528 35.0944259),
3523,수근에이스타운,ETC,부산광역시 영도구 대교로2번길 26,POINT(129.0456769 35.0940206),
3524,오페라하우스,ETC,부산광역시 영도구 대교로2번길 36,POINT(129.0457545 35.0944506),
3525,선경하이빌,ETC,부산광역시 영도구 봉래나루로246번길 14,POINT(129.0456627 35.0950534),
3526,새한블루빌,ETC,부산광역시 영도구 봉래나루로234번길 11,POINT(129.0453730 35.0953067),
3527,골든 빌리지,ETC,부산광역시 영도구 봉래나루로246번길 8,POINT(129.0457637 35.0953661),
3528,봉래2동 행정복지센터,PUBLIC_OFFICE,부산광역시 영도구 태종로165번길 1-8,POINT(129.0461449 35.0942106),
3529,교통순찰대,PUBLIC_OFFICE,부산광역시 영도구 태종로 159,POINT(129.0460115 35.0939713),
3530,수도메디칼그룹,ETC,부산광역시 영도구 태종로 160 (봉래동4가),POINT(129.0461552 35.0934081),
3531,유진캐슬A,ETC,부산광역시 영도구 봉래길 92-4,POINT(129.0515832 35.0913979),
3532,(주)HJ중공업,ETC,부산광역시 영도구 태종로 233,POINT(129.0489616 35.0963940),
3533,봉래어린이집,ETC,부산광역시 영도구 찬새미길 136,POINT(129.0534573 35.0924112),
3534,남부여객주차장,ETC,부산광역시 영도구 하나길 794,POINT(129.0517327 35.0929995),
3535,산복파출소(봉래치안센터),PUBLIC_OFFICE,부산광역시 영도구 봉래길 112,POINT(129.0517616 35.0916593),
3536,청학2동새마을금고주차장,ETC,부산광역시 영도구 태종로 361,POINT(129.0645880 35.0946845),
3537,영도유통,ETC,부산광역시 영도구 태종로 349-2,POINT(129.0639673 35.0955867),
3538,청학 스타벅스 DT,FOOD_CAFE,부산광역시 영도구 태종로 373,POINT(129.0651506 35.0938802),
3539,원불교 청학교당 원광어린이집,ETC,부산광역시 영도구 태종로409번길 16-5,POINT(129.0671681 35.0909806),
3540,부산광역시영도구보건소,PUBLIC_OFFICE,부산광역시 영도구 태종로 423,POINT(129.0679105 35.0912175),
3541,청학지구대,PUBLIC_OFFICE,부산광역시 영도구 태종로 395,POINT(129.0662412 35.0919559),
3542,원우아파트,ETC,부산광역시 영도구 태종로 393 (청학동),POINT(129.0661348 35.0921168),
3543,청학2동사무소,PUBLIC_OFFICE,부산광역시 영도구 태종로 394,POINT(129.0657411 35.0919129),
3544,천성재활원,WELFARE,부산광역시 영도구 일산봉로 95,POINT(129.0650385 35.0904194),
3545,청동초등학교,ETC,부산광역시 영도구 태종로422번길 51 (청학동),POINT(129.0676347 35.0880782),
3546,영도침례교회,ETC,부산광역시 영도구 조내기로 65-1,POINT(129.0664519 35.0864760),
3547,삼영이엔씨㈜,ETC,부산광역시 영도구 일산봉로 1,POINT(129.0632236 35.0838568),
3548,영도 우,FOOD_CAFE,부산광역시 영도구 조내기로5번길 2,POINT(129.0612749 35.0878159),
3549,제5영도교회,ETC,부산광역시 영도구 청학로76번길 25-1,POINT(129.0610557 35.0943303),
3550,복자유치원,ETC,부산광역시 영도구 태종로 340,POINT(129.0621901 35.0954311),
3551,소봉빌딩,FOOD_CAFE,부산광역시 영도구 해양로57번길 33,POINT(129.0623654 35.0985170),
3552,부산해양경찰서 청학출장소,PUBLIC_OFFICE,부산광역시 영도구 해양로 53,POINT(129.0612816 35.0974596),
3553,얼큰이칼국수,FOOD_CAFE,부산광역시 영도구 해양로 70,POINT(129.0625112 35.0965243),
3554,장수국밥,FOOD_CAFE,부산광역시 영도구 해양로65번길 8,POINT(129.0627767 35.0969714),
3555,본디올청학한의원주차장,ETC,부산광역시 영도구 태종로 325,POINT(129.0613899 35.0966205),
3556,부산청학동우체국,PUBLIC_OFFICE,부산광역시 영도구 청학로 87 (청학동),POINT(129.0611156 35.0960581),
3557,금화빌딩,ETC,부산광역시 영도구 청학로 62,POINT(129.0603482 35.0941987),
3558,성광교회,ETC,부산광역시 영도구 청학서로 42,POINT(129.0569055 35.0946005),
3559,청학1동 경로당,WELFARE,부산광역시 영도구 해양로 48-1,POINT(129.0604960 35.0973417),
3560,청학시장주차장,ETC,부산광역시 영도구 청학서로 88,POINT(129.0592795 35.0968287),
3561,그랜드베른호텔,ACCOMMODATION,부산광역시 영도구 해양로 38,POINT(129.0594708 35.0978650),
3562,청학1동 주민센터,PUBLIC_OFFICE,부산광역시 영도구 청학서로 78,POINT(129.0583678 35.0968965),
3563,건곤경로당,WELFARE,부산광역시 영도구 태종로292번길 72,POINT(129.0556618 35.0959709),
3564,"파출소, 지구대",PUBLIC_OFFICE,부산광역시 영도구 하나길 813,POINT(129.0564810 35.0940113),
3565,대한예수교장로회효성교회,ETC,부산광역시 영도구 청학로 35,POINT(129.0596378 35.0919886),
3566,청학초등학교,ETC,부산광역시 영도구 청학로 49,POINT(129.0595039 35.0932018),
3567,영도구 복합커뮤니티센터(영도구복지관분관),WELFARE,부산광역시 영도구 봉래길 372,POINT(129.0565721 35.0910984),
3568,청학 스카이웨이 공영주차장,ETC,부산광역시 영도구 청학남로 15,POINT(129.0593435 35.0902773),
3569,영지 어린이집,ETC,부산광역시 영도구 와치로 2-13,POINT(129.0576572 35.0899167),
3570,해돋이마을 화장실,ETC,부산광역시 영도구 와치로 2-18,POINT(129.0568144 35.0902190),
3571,남해지방해양경찰청 특공대 훈련시설,ETC,부산광역시 영도구 와치로 34,POINT(129.0582611 35.0880942),
3572,청학농예원,WELFARE,부산광역시 영도구 와치로 78,POINT(129.0596031 35.0859515),
3573,영도 조내기 고구마 역사기념관,TOURIST_SPOT,부산광역시 영도구 벚꽃길 75,POINT(129.0583274 35.0852926),
3574,마린팰리스,ETC,부산광역시 영도구 산업로 10,POINT(129.0647570 35.0948440),
3575,클래식시티,ETC,부산광역시 영도구 청학동로 77,POINT(129.0642226 35.0941571),
3576,양지아트,ETC,부산광역시 영도구 태종로372번길 2,POINT(129.0646425 35.0937273),
3577,플러스원아파트,ETC,부산광역시 영도구 태종로 417-25,POINT(129.0671991 35.0913119),
3578,두성가인빌,ETC,부산광역시 영도구 태종로 417-31,POINT(129.0672972 35.0919215),
3579,대경위너스,ETC,부산광역시 영도구 태종로 404,POINT(129.0659602 35.0911756),
3580,원우아파트,ETC,부산광역시 영도구 태종로 393,POINT(129.0661348 35.0921168),
3581,청학빌리지,ETC,부산광역시 영도구 일산봉로 98-1,POINT(129.0658373 35.0901451),
3582,디에스해비치,ETC,부산광역시 영도구 태종로 408-7,POINT(129.0658789 35.0905702),
3583,보성야무진빌라,ETC,부산광역시 영도구 태종로 408-4,POINT(129.0659887 35.0908939),
3584,제이메르시아파트,ETC,부산광역시 영도구 태종로422번길 10,POINT(129.0669023 35.0898577),
3585,한일유앤아이아파트,ETC,부산광역시 영도구 일산봉로 58,POINT(129.0651811 35.0872109),
3586,스텔라 힐,ETC,부산광역시 영도구 일산봉로 29,POINT(129.0650723 35.0845987),
3587,광명하이츠,ETC,부산광역시 영도구 일산봉로37번길 10,POINT(129.0643859 35.0852793),
3588,원우빌라2차,ETC,부산광역시 영도구 조내기로 38-3,POINT(129.0634715 35.0863541),
3589,청학동 아진펠리스,ETC,부산광역시 영도구 태종로384번길 17-14,POINT(129.0654202 35.0919457),
3590,유안펠리체,ETC,부산광역시 영도구 태종로 390,POINT(129.0652834 35.0923058),
3591,온누리빌,ETC,부산광역시 영도구 청학동로55번길 14,POINT(129.0627207 35.0925481),
3592,행복하우스2차,ETC,부산광역시 영도구 청학동로 6,POINT(129.0609612 35.0889679),
3593,행복하우스 1차,ETC,부산광역시 영도구 청학동로 4-1,POINT(129.0608499 35.0888718),
3594,천지해오름,ETC,부산광역시 영도구 태종로 335,POINT(129.0624655 35.0962512),
3595,킹덤타운,ETC,부산광역시 영도구 태종로332번길 5,POINT(129.0620067 35.0958379),
3596,비온뒤아파트,ETC,부산광역시 영도구 해양로 78,POINT(129.0633913 35.0960990),
3597,가온빌,ETC,부산광역시 영도구 해양로 52,POINT(129.0608902 35.0971422),
3598,퀸즈팰리스,ETC,부산광역시 영도구 청학로 81,POINT(129.0608384 35.0958239),
3599,더하이스트빌,ETC,부산광역시 영도구 청학서로 92,POINT(129.0594866 35.0971014),
3600,페로스빌아파트,ETC,부산광역시 영도구 태종로 304,POINT(129.0592354 35.0974258),
3601,한우리빌,ETC,부산광역시 영도구 청학서로 7,POINT(129.0564754 35.0915042),
3602,청학스카이파크,ETC,부산광역시 영도구 청학남로13번길 11,POINT(129.0590418 35.0905588),
3603,세양 쉬에당,ETC,부산광역시 영도구 와치로 64,POINT(129.0590907 35.0874023),
3604,동조리젠시,ETC,부산광역시 영도구 벚꽃길 12,POINT(129.0591202 35.0868399),
3605,영도신도브래뉴,ETC,부산광역시 영도구 태종로 260,POINT(129.0563499 35.0980057),
3606,청학 우성스마트시티 뷰,ETC,부산광역시 영도구 태종로 405,POINT(129.0664732 35.0913955),
3607,한국해양대학교 연안공학 조파수조실험동,ETC,부산광역시 영도구 태종로 727,POINT(129.0871313 35.0744069),
3608,영도바다,FOOD_CAFE,부산광역시 영도구 태종로 539,POINT(129.0762905 35.0842662),
3609,피아크,FOOD_CAFE,부산광역시 영도구 해양로195번길 180,POINT(129.0767260 35.0863912),
3610,세계식품(주),ETC,부산광역시 영도구 해양로195번길 10,POINT(129.0727985 35.0887246),
3611,형제오션뷰,ETC,부산광역시 영도구 태종로 496 (동삼동),POINT(129.0719123 35.0856150),
3612,에찌하우징(몬테소리어린이집),WELFARE,부산광역시 영도구 선덤산길 2,POINT(129.0721383 35.0848061),
3613,광명고등학교,ETC,부산광역시 영도구 와치로 131,POINT(129.0646045 35.0836655),
3614,동삼중앙어린이집,ETC,부산광역시 영도구 웃서발로51번길 8,POINT(129.0684123 35.0793920),
3615,영도참편한요양병원,HEALTHCARE,부산광역시 영도구 동삼서로 21,POINT(129.0687045 35.0808494),
3616,태종대성당,ETC,부산광역시 영도구 동삼서로 26,POINT(129.0694062 35.0813192),
3617,동삼초등학교,ETC,부산광역시 영도구 태종로 610,POINT(129.0734665 35.0798243),
3618,동삼지구대,PUBLIC_OFFICE,부산광역시 영도구 태종로 618,POINT(129.0732628 35.0783352),
3619,부산동삼동우체국,PUBLIC_OFFICE,부산광역시 영도구 동삼로 37-1 (동삼동),POINT(129.0709122 35.0768525),
3620,장편한내과의원건물,HEALTHCARE,부산광역시 영도구 동삼로 12,POINT(129.0732792 35.0756581),
3621,기독교대한성결교회영도교회,ETC,부산광역시 영도구 태종로 643,POINT(129.0738996 35.0760207),
3622,한국해양교회,ETC,부산광역시 영도구 동삼로 1,POINT(129.0737833 35.0747767),
3623,태종아리랑,FOOD_CAFE,부산광역시 영도구 와치로 328,POINT(129.0747963 35.0723979),
3624,착한소,FOOD_CAFE,부산광역시 영도구 절영로 509,POINT(129.0713719 35.0724696),
3625,중리초등학교,ETC,부산광역시 영도구 와치로286(동삼동),POINT(129.0701926 35.0742019),
3626,영도제일중학교,ETC,부산광역시 영도구 중리로64(동삼동),POINT(129.0688643 35.0775919),
3627,동삼1동주민센터,PUBLIC_OFFICE,부산광역시 영도구 중리로 44-1,POINT(129.0684079 35.0749112),
3628,왕뼈감자탕,FOOD_CAFE,부산광역시 영도구 중리로 25,POINT(129.0683677 35.0730780),
3629,영도여자고등학교,ETC,부산광역시 영도구 중리북로21번길 42,POINT(129.0659942 35.0735281),
3630,영도 어울림문화공원 장애인복지관,WELFARE,부산광역시 영도구 함지로79번길 6,POINT(129.0668590 35.0752654),
3631,비이동(청학모자원),WELFARE,부산광역시 영도구 함지로79번길 65-16,POINT(129.0631309 35.0758123),
3632,한마음선원 부산지원,ETC,부산광역시 영도구 함지로79번길 23-26,POINT(129.0629904 35.0740282),
3633,태종대중학교,ETC,부산광역시 영도구 함지로79번길 9(동삼동),POINT(129.0649205 35.0736740),
3634,부산체육고등학교,ETC,부산광역시 영도구 중리북로21번길 5,POINT(129.0640340 35.0720550),
3635,부산남고등학교,ETC,부산광역시 영도구 중리북로 5,POINT(129.0649669 35.0699520),
3636,목장원,FOOD_CAFE,부산광역시 영도구 절영로 355,POINT(129.0573775733 35.0716572340),820382
3637,동삼동패총전시관,TOURIST_SPOT,부산광역시 영도구 태종로 729,POINT(129.0797882 35.0712292),
3638,비치모텔,ETC,부산광역시 영도구 하리해안길 10-9 (동삼동),POINT(129.0812955 35.0692001),
3639,김.김치박물관,ETC,부산광역시 영도구 태종로763번길 21,POINT(129.0813962 35.0690255),
3640,영빈빌딩,ETC,부산광역시 영도구 태종로 765,POINT(129.0812159 35.0679939),
3641,센텀코아빌,WELFARE,부산광역시 영도구 태종로773번길 9,POINT(129.0814035 35.0679761),
3642,일반음식점,FOOD_CAFE,부산광역시 영도구 동삼오션로 13,POINT(129.0826123 35.0681367),
3643,카페 파스쿠찌,FOOD_CAFE,부산광역시 영도구 태종로 794,POINT(129.0810598 35.0655794),
3644,태종대온천,ETC,부산광역시 영도구 태종로 808,POINT(129.0803150 35.0646539),
3645,마린리서치(주),ETC,부산광역시 영도구 태종로827번길 27,POINT(129.0823880 35.0633069),
3646,자갈치생선구이기사식당,FOOD_CAFE,부산광역시 영도구 태종로 834,POINT(129.0808977 35.0621162),
3647,태종대 의료시설(병원),HEALTHCARE,부산광역시 영도구 감지길 27-12,POINT(129.0802892 35.0629166),
3648,부산동삼3동우체국,PUBLIC_OFFICE,부산광역시 영도구 상리로 37 (동삼동),POINT(129.0683866 35.0847110),
3649,동삼3동사무소,PUBLIC_OFFICE,부산광역시 영도구 상리로 39,POINT(129.0686547 35.0846660),
3650,동삼동3 파출소,PUBLIC_OFFICE,부산광역시 영도구 상리로 41,POINT(129.0688908 35.0846908),
3651,상리초등학교,ETC,부산광역시 영도구 상리로38,POINT(129.0670777 35.0839480),
3652,중앙해양특수구조단,ETC,부산광역시 영도구 해양로301번길 3,POINT(129.0771160 35.0813521),
3653,항만소방서,PUBLIC_OFFICE,부산광역시 영도구 해양로 297,POINT(129.0768638 35.0817881),
3654,부산항 해상교통관제(VTS)센터,PUBLIC_OFFICE,부산광역시 영도구 해양로301번길 13,POINT(129.0774569 35.0811164),
3655,국립해양박물관,TOURIST_SPOT,부산광역시 영도구 해양로301번길 45,POINT(129.0802449 35.0785634),
3656,국립수산물품질관리원 업무 및 연구시설,PUBLIC_OFFICE,부산광역시 영도구 해양로 337,POINT(129.0756187 35.0793303),
3657,국립해양조사원,PUBLIC_OFFICE,부산광역시 영도구 해양로 351,POINT(129.0756461 35.0783172),
3658,해양수산연수원,ETC,부산광역시 영도구 해양로 367,POINT(129.0785652 35.0775148),
3659,부산해사고등학교,ETC,부산광역시 영도구 해양로 425,POINT(129.0770175 35.0741905),
3660,부산테크노파크영도단지,ETC,부산광역시 영도구 해양로 435-1,POINT(129.0797340 35.0731750),
3661,영도파출소,PUBLIC_OFFICE,부산광역시 영도구 하리해안길 17-18,POINT(129.0817265 35.0699131),
3662,동삼2동 행정복지센터,PUBLIC_OFFICE,부산광역시 영도구 동삼오션로 27,POINT(129.0830158 35.0683938),
3663,태종대유원지관리사무소,ETC,부산광역시 영도구 전망로 24,POINT(129.0798057 35.0596950),
3664,함지골 청소년 수련원,TOURIST_SPOT,부산광역시 영도구 절영로 321,POINT(129.0541460 35.0744700),
3665,형제오션뷰,ETC,부산광역시 영도구 태종로 496,POINT(129.0719123 35.0856150),
3666,조은아크로빌,ETC,부산광역시 영도구 태종로 519,POINT(129.0740653 35.0846323),
3667,오션팰리스,ETC,부산광역시 영도구 동삼서로 51,POINT(129.0698103 35.0832291),
3668,금관빌리지,ETC,부산광역시 영도구 동삼서로 51-7,POINT(129.0699882 35.0835874),
3669,대현빌아트1차,ETC,부산광역시 영도구 장수4길 89,POINT(129.0668446 35.0798363),
3670,대현빌아트2차,ETC,부산광역시 영도구 와치로161번길 48-8,POINT(129.0660195 35.0806660),
3671,부경원룸,ETC,부산광역시 영도구 와치로167번길 41,POINT(129.0655957 35.0804647),
3672,금샘빌라,ETC,부산광역시 영도구 동삼로93번길 37-5,POINT(129.0688027 35.0814594),
3673,영도 도남하이츠빌라,ETC,부산광역시 영도구 웃서발로31번길 22,POINT(129.0680951 35.0810968),
3674,아름다운집,ETC,부산광역시 영도구 웃서발로 16-1,POINT(129.0673732 35.0821422),
3675,행복하우스5차,ETC,부산광역시 영도구 웃서발로4번길 29,POINT(129.0673782 35.0823620),
3676,골드클래스,ETC,부산광역시 영도구 동삼로77번길 12,POINT(129.0698026 35.0805486),
