place_key,source_dataset,source_place_id,place_name,ui_category,raw_category,source_category,category_source,category_match_method,is_adopted_category,district_gu,address,point_wkt,latitude,longitude,provider_place_id,public_facility_type,public_facility_id,public_facility_name,public_facility_address,accessibility_count,accessibility_type_codes,accessibility_type_labels
place:26,erd_ready,26,부평동주민센터,기타,ETC,ETC,erd_v3_policy,erd_ready,true,중구,부산광역시 중구 중구로29번길 23,POINT(129.0265000 35.1004000),35.1004000,129.0265000,,,,,,0,,
place:27,erd_ready,27,부산 중구관광안내소,기타,ETC,ETC,erd_v3_policy,erd_ready,true,중구,부산광역시 중구 태종로 8,POINT(129.0358000 35.0973000),35.0973000,129.0358000,,,,,,0,,
place:28,erd_ready,28,영주2동주민센터,기타,ETC,ETC,erd_v3_policy,erd_ready,true,중구,부산광역시 중구 동영로 71-2,POINT(129.0318000 35.1116000),35.1116000,129.0318000,,,,,,0,,
place:29,erd_ready,29,웰빙체육관,기타,ETC,ETC,erd_v3_policy,erd_ready,true,중구,부산광역시 중구 영주로 89,POINT(129.0316000 35.1148000),35.1148000,129.0316000,,,,,,1,accessibleToilet,장애인 화장실
place:30,erd_ready,30,국제지하도상가A번화장실,기타,ETC,ETC,erd_v3_policy,erd_ready,true,중구,부산광역시 중구 중구로 지하31,POINT(129.0278000 35.0995000),35.0995000,129.0278000,,,,,,1,accessibleToilet,장애인 화장실
place:31,erd_ready,31,한국전기안전공사부산울산지역본부,기타,ETC,ETC,erd_v3_policy,erd_ready,true,중구,부산광역시 중구 해관로 27,POINT(129.0355000 35.1013000),35.1013000,129.0355000,,,,,,0,,
place:32,erd_ready,32,중구 보건소,기타,ETC,ETC,erd_v3_policy,erd_ready,true,중구,부산광역시 중구 중구로 120,POINT(129.0326000 35.1067000),35.1067000,129.0326000,,,,,,1,accessibleToilet,장애인 화장실
place:33,erd_ready,33,지하철 자갈치역,기타,ETC,ETC,erd_v3_policy,erd_ready,true,중구,부산광역시 중구 구덕로 지하 80,POINT(129.0266000 35.0973000),35.0973000,129.0266000,,,,,,1,accessibleToilet,장애인 화장실
place:34,erd_ready,34,"40계단문화관, 중구 국제화센터",기타,ETC,ETC,erd_v3_policy,erd_ready,true,중구,부산광역시 중구 동광길 49,POINT(129.0345000 35.1050000),35.1050000,129.0345000,,,,,,1,accessibleToilet,장애인 화장실
place:35,erd_ready,35,자갈치공중화장실,기타,ETC,ETC,erd_v3_policy,erd_ready,true,중구,부산광역시 중구 자갈치해안로 58,POINT(129.0314000 35.0967000),35.0967000,129.0314000,,,,,,1,accessibleToilet,장애인 화장실
place:36,erd_ready,36,연안여객터미널(1층),기타,ETC,ETC,erd_v3_policy,erd_ready,true,중구,부산광역시 중구 충장대로 24,POINT(129.0413000 35.1029000),35.1029000,129.0413000,,,,,,1,accessibleToilet,장애인 화장실
place:37,erd_ready,37,영주파출소,기타,ETC,ETC,erd_v3_policy,erd_ready,true,중구,부산광역시 중구 동영로 77,POINT(129.0322000 35.1119000),35.1119000,129.0322000,,,,,,0,,
