place_key,source_dataset,source_place_id,place_name,ui_category,raw_category,source_category,category_source,category_match_method,is_adopted_category,district_gu,address,point_wkt,latitude,longitude,provider_place_id,public_facility_type,public_facility_id,public_facility_name,public_facility_address,accessibility_count,accessibility_type_codes,accessibility_type_labels
place:3700,erd_ready,3700,대하마트,기타,ETC,ETC,erd_v3_policy,erd_ready,true,영도구,부산광역시 영도구 함지로 33,POINT(129.0619101 35.0719093),35.0719093,129.0619101,,,,,,2,accessibleEntrance|stepFree,접근 가능 출입구|단차 없음
place:3701,erd_ready,3701,유림노르웨이숲비치,기타,ETC,ETC,erd_v3_policy,erd_ready,true,영도구,부산광역시 영도구 태종로 705,POINT(129.0764768 35.0719275),35.0719275,129.0764768,,,,,,4,ramp|accessibleEntrance|elevator|stepFree,경사로|접근 가능 출입구|엘리베이터|단차 없음
place:3702,erd_ready,3702,영도 일동 미라주 브라이튼 (1단지),기타,ETC,ETC,erd_v3_policy,erd_ready,true,영도구,부산광역시 영도구 동삼북로 20,POINT(129.0706524 35.0820808),35.0820808,129.0706524,,,,,,5,ramp|accessibleEntrance|elevator|accessibleParking|stepFree,경사로|접근 가능 출입구|엘리베이터|장애인 주차장|단차 없음
place:3703,erd_ready,3703,영도 일동 미라주 브라이튼 (2단지),기타,ETC,ETC,erd_v3_policy,erd_ready,true,영도구,부산광역시 영도구 동삼로 98,POINT(129.0711731 35.0821542),35.0821542,129.0711731,,,,,,5,ramp|accessibleEntrance|elevator|accessibleParking|stepFree,경사로|접근 가능 출입구|엘리베이터|장애인 주차장|단차 없음
place:3704,erd_ready,3704,부산 오션시티 푸르지오,기타,ETC,ETC,erd_v3_policy,erd_ready,true,영도구,부산광역시 영도구 동삼오션로 30,POINT(129.0839645 35.0685343),35.0685343,129.0839645,,,,,,5,ramp|accessibleEntrance|elevator|accessibleParking|stepFree,경사로|접근 가능 출입구|엘리베이터|장애인 주차장|단차 없음
place:3705,erd_ready,3705,영도 경동리인,기타,ETC,ETC,erd_v3_policy,erd_ready,true,영도구,부산광역시 영도구 절영로490번길 18,POINT(129.0702001 35.0703644),35.0703644,129.0702001,,,,,,5,ramp|accessibleEntrance|elevator|accessibleParking|stepFree,경사로|접근 가능 출입구|엘리베이터|장애인 주차장|단차 없음
place:3706,erd_ready,3706,비룡벨로스텔라,기타,ETC,ETC,erd_v3_policy,erd_ready,true,영도구,부산광역시 영도구 중리북로21번길 10,POINT(129.0666761 35.0716229),35.0716229,129.0666761,,,,,,4,accessibleEntrance|elevator|accessibleParking|stepFree,접근 가능 출입구|엘리베이터|장애인 주차장|단차 없음
place:3707,erd_ready,3707,금융업소 등 일반업무시설,기타,ETC,ETC,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 양연로 4,POINT(129.0785681 35.1751861),35.1751861,129.0785681,,,,,,3,accessibleEntrance|elevator|stepFree,접근 가능 출입구|엘리베이터|단차 없음
place:3708,erd_ready,3708,세정상업고등학교,기타,ETC,ETC,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 양정로 88-12,POINT(129.0793618 35.1699897),35.1699897,129.0793618,,,,,,6,ramp|accessibleEntrance|elevator|accessibleToilet|accessibleParking|guidanceFacility,경사로|접근 가능 출입구|엘리베이터|장애인 화장실|장애인 주차장|안내 설비
place:3709,erd_ready,3709,양정동 노인요양시설,복지·돌봄,WELFARE,WELFARE,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 양정로 92,POINT(129.0799245 35.1713277),35.1713277,129.0799245,,,,,,5,ramp|accessibleEntrance|elevator|accessibleToilet|stepFree,경사로|접근 가능 출입구|엘리베이터|장애인 화장실|단차 없음
place:3710,erd_ready,3710,양동여자중학교,기타,ETC,ETC,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 황령산로605번길 35-32,POINT(129.0810001 35.1701929),35.1701929,129.0810001,,,,,,6,ramp|accessibleEntrance|elevator|accessibleToilet|accessibleParking|stepFree,경사로|접근 가능 출입구|엘리베이터|장애인 화장실|장애인 주차장|단차 없음
place:3711,erd_ready,3711,원각사,기타,ETC,ETC,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 양정로 63,POINT(129.0773827 35.1707921),35.1707921,129.0773827,,,,,,3,ramp|accessibleEntrance|stepFree,경사로|접근 가능 출입구|단차 없음
place:3712,erd_ready,3712,양정성당 지하주차장 지하1층,기타,ETC,ETC,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 진남로 536 (양정동),POINT(129.0732786 35.1711005),35.1711005,129.0732786,,,,,,3,ramp|accessibleEntrance|stepFree,경사로|접근 가능 출입구|단차 없음
place:3713,erd_ready,3713,부산진여자상업고등학교,기타,ETC,ETC,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 진남로 524,POINT(129.0721827 35.1701018),35.1701018,129.0721827,,,,,,6,ramp|accessibleEntrance|elevator|accessibleToilet|accessibleParking|stepFree,경사로|접근 가능 출입구|엘리베이터|장애인 화장실|장애인 주차장|단차 없음
place:3714,erd_ready,3714,부산여자대학교,기타,ETC,ETC,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 진남로 506,POINT(129.0720552 35.1692365),35.1692365,129.0720552,,,,,,5,ramp|accessibleEntrance|accessibleToilet|accessibleParking|stepFree,경사로|접근 가능 출입구|장애인 화장실|장애인 주차장|단차 없음
place:3715,erd_ready,3715,드림파크,기타,ETC,ETC,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 연수로8번길 11,POINT(129.0727530 35.1729202),35.1729202,129.0727530,,,,,,4,ramp|accessibleEntrance|elevator|stepFree,경사로|접근 가능 출입구|엘리베이터|단차 없음
place:3716,erd_ready,3716,부산광역시건축사회 회관,기타,ETC,ETC,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 중앙대로 973,POINT(129.0735966 35.1764473),35.1764473,129.0735966,,,,,,5,ramp|accessibleEntrance|elevator|accessibleToilet|stepFree,경사로|접근 가능 출입구|엘리베이터|장애인 화장실|단차 없음
place:3717,erd_ready,3717,진명빌딩2,음식·카페,FOOD_CAFE,FOOD_CAFE,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 중앙대로 984,POINT(129.0747203 35.1769290),35.1769290,129.0747203,,,,,,3,ramp|accessibleEntrance|stepFree,경사로|접근 가능 출입구|단차 없음
place:3718,erd_ready,3718,부산신용보증재단빌딩,기타,ETC,ETC,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 진연로 15,POINT(129.0735681 35.1787768),35.1787768,129.0735681,,,,,,1,ramp,경사로
place:3719,erd_ready,3719,두배로마트,기타,ETC,ETC,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 중앙대로979번길 32,POINT(129.0727777 35.1777312),35.1777312,129.0727777,,,,,,3,ramp|accessibleEntrance|stepFree,경사로|접근 가능 출입구|단차 없음
place:3720,erd_ready,3720,주차장,기타,ETC,ETC,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 진연로9번길 16,POINT(129.0736825 35.1779658),35.1779658,129.0736825,,,,,,0,,
place:3721,erd_ready,3721,주차장,기타,ETC,ETC,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 진연로 13,POINT(129.0738433 35.1786889),35.1786889,129.0738433,,,,,,0,,
place:3722,erd_ready,3722,주차장,기타,ETC,ETC,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 중앙대로989번길 54,POINT(129.0723536 35.1789797),35.1789797,129.0723536,,,,,,1,stepFree,단차 없음
place:3723,erd_ready,3723,도매시정·소매시장,기타,ETC,ETC,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 거제천로44번길 8,POINT(129.0721972 35.1785864),35.1785864,129.0721972,,,,,,6,ramp|accessibleEntrance|elevator|accessibleToilet|accessibleParking|stepFree,경사로|접근 가능 출입구|엘리베이터|장애인 화장실|장애인 주차장|단차 없음
place:3724,erd_ready,3724,진빌딩,기타,ETC,ETC,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 중앙대로 962,POINT(129.0734652 35.1752982),35.1752982,129.0734652,,,,,,3,accessibleEntrance|elevator|accessibleToilet,접근 가능 출입구|엘리베이터|장애인 화장실
place:3725,erd_ready,3725,양정초등학교,기타,ETC,ETC,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 중앙대로941번길 24,POINT(129.0704392 35.1749350),35.1749350,129.0704392,,,,,,6,ramp|accessibleEntrance|elevator|accessibleToilet|accessibleParking|stepFree,경사로|접근 가능 출입구|엘리베이터|장애인 화장실|장애인 주차장|단차 없음
place:3726,erd_ready,3726,상수도종합청사,공공기관,PUBLIC_OFFICE,PUBLIC_OFFICE,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 중앙대로 955,POINT(129.0723523 35.1751651),35.1751651,129.0723523,,,,,,6,ramp|accessibleEntrance|elevator|accessibleToilet|accessibleParking|stepFree,경사로|접근 가능 출입구|엘리베이터|장애인 화장실|장애인 주차장|단차 없음
place:3727,erd_ready,3727,오대삼대박나는집,음식·카페,FOOD_CAFE,FOOD_CAFE,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 동평로405번길 78,POINT(129.0718616 35.1766474),35.1766474,129.0718616,,,,,,1,accessibleEntrance,접근 가능 출입구
place:3728,erd_ready,3728,(주)유영어페럴 본사,기타,ETC,ETC,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 거제천로 16,POINT(129.0708661 35.1761356),35.1761356,129.0708661,,,,,,3,ramp|accessibleEntrance|stepFree,경사로|접근 가능 출입구|단차 없음
place:3729,erd_ready,3729,수 요양병원,의료·보건,HEALTHCARE,HEALTHCARE,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 동평로 401,POINT(129.0690343 35.1742723),35.1742723,129.0690343,,,,,,7,ramp|accessibleEntrance|elevator|accessibleToilet|accessibleParking|stepFree|guidanceFacility,경사로|접근 가능 출입구|엘리베이터|장애인 화장실|장애인 주차장|단차 없음|안내 설비
place:3730,erd_ready,3730,아이에프씨빌딩,기타,ETC,ETC,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 중앙대로 946,POINT(129.0724926 35.1740061),35.1740061,129.0724926,,,,,,6,ramp|accessibleEntrance|elevator|accessibleToilet|accessibleParking|stepFree,경사로|접근 가능 출입구|엘리베이터|장애인 화장실|장애인 주차장|단차 없음
place:3731,erd_ready,3731,양정로타리 메디타운,의료·보건,HEALTHCARE,HEALTHCARE,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 연수로 5,POINT(129.0719003 35.1733908),35.1733908,129.0719003,,,,,,5,accessibleEntrance|elevator|accessibleToilet|accessibleParking|stepFree,접근 가능 출입구|엘리베이터|장애인 화장실|장애인 주차장|단차 없음
place:3732,erd_ready,3732,대한예수교장로회 양정교회,기타,ETC,ETC,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 양지로11번길 67,POINT(129.0716532 35.1719352),35.1719352,129.0716532,,,,,,4,ramp|accessibleEntrance|accessibleParking|stepFree,경사로|접근 가능 출입구|장애인 주차장|단차 없음
place:3733,erd_ready,3733,주차장,기타,ETC,ETC,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 중앙대로 904,POINT(129.0699598 35.1708454),35.1708454,129.0699598,,,,,,0,,
place:3734,erd_ready,3734,주차장,기타,ETC,ETC,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 중앙대로 902,POINT(129.0698248 35.1706779),35.1706779,129.0698248,,,,,,2,ramp|stepFree,경사로|단차 없음
place:3735,erd_ready,3735,주차장,기타,ETC,ETC,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 양지로5번길 14,POINT(129.0700502 35.1701636),35.1701636,129.0700502,,,,,,0,,
place:3736,erd_ready,3736,모텔브이원,숙박,ACCOMMODATION,ACCOMMODATION,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 중앙대로 919-1,POINT(129.0703982 35.1725517),35.1725517,129.0703982,,,,,,3,ramp|accessibleEntrance|stepFree,경사로|접근 가능 출입구|단차 없음
place:3737,erd_ready,3737,수목메디컬타워,의료·보건,HEALTHCARE,HEALTHCARE,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 동평로 422,POINT(129.0706379 35.1728555),35.1728555,129.0706379,,,,,,6,ramp|accessibleEntrance|elevator|accessibleToilet|accessibleParking|stepFree,경사로|접근 가능 출입구|엘리베이터|장애인 화장실|장애인 주차장|단차 없음
place:3738,erd_ready,3738,수퍼마켓·일용품 등의 소매점,기타,ETC,ETC,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 동평로 394,POINT(129.0680132 35.1742887),35.1742887,129.0680132,,,,,,1,accessibleEntrance,접근 가능 출입구
place:3739,erd_ready,3739,수퍼마켓·일용품 등의 소매점,기타,ETC,ETC,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 동평로 404,POINT(129.0689950 35.1737599),35.1737599,129.0689950,,,,,,2,accessibleEntrance|stepFree,접근 가능 출입구|단차 없음
place:3740,erd_ready,3740,금융업소 등 일반업무시설,기타,ETC,ETC,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 거제대로 48,POINT(129.0679760 35.1730245),35.1730245,129.0679760,,,,,,5,ramp|accessibleEntrance|elevator|accessibleToilet|stepFree,경사로|접근 가능 출입구|엘리베이터|장애인 화장실|단차 없음
place:3741,erd_ready,3741,대하전자,기타,ETC,ETC,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 동평로406번길 33,POINT(129.0690772 35.1722743),35.1722743,129.0690772,,,,,,3,ramp|accessibleEntrance|stepFree,경사로|접근 가능 출입구|단차 없음
place:3742,erd_ready,3742,양정동 394-7 제2종근린생활시설 (하창훈),기타,ETC,ETC,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 동평로406번길 71,POINT(129.0689678 35.1706728),35.1706728,129.0689678,,,,,,1,elevator,엘리베이터
place:3743,erd_ready,3743,양정센텀빌딩,기타,ETC,ETC,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 중앙대로 899,POINT(129.0690778 35.1707757),35.1707757,129.0690778,,,,,,4,ramp|accessibleEntrance|elevator|stepFree,경사로|접근 가능 출입구|엘리베이터|단차 없음
place:3744,erd_ready,3744,브라운도트호텔,기타,ETC,ETC,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 동평로406번길 55,POINT(129.0691209 35.1713623),35.1713623,129.0691209,,,,,,0,,
place:3745,erd_ready,3745,양정1동주민센터(생활문화센터),기타,ETC,ETC,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 동평로406번길 38,POINT(129.0687234 35.1721445),35.1721445,129.0687234,,,,,,5,ramp|accessibleEntrance|elevator|accessibleToilet|stepFree,경사로|접근 가능 출입구|엘리베이터|장애인 화장실|단차 없음
place:3746,erd_ready,3746,신협양정빌딩,기타,ETC,ETC,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 거제대로 36,POINT(129.0677476 35.1718767),35.1718767,129.0677476,,,,,,4,accessibleEntrance|elevator|accessibleToilet|stepFree,접근 가능 출입구|엘리베이터|장애인 화장실|단차 없음
place:3747,erd_ready,3747,금융업소 등 일반업무시설,기타,ETC,ETC,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 중앙대로 935,POINT(129.0713827 35.1736762),35.1736762,129.0713827,,,,,,5,ramp|accessibleEntrance|elevator|accessibleParking|stepFree,경사로|접근 가능 출입구|엘리베이터|장애인 주차장|단차 없음
place:3748,erd_ready,3748,양정지하철역 지하1층,기타,ETC,ETC,erd_v3_policy,erd_ready,true,부산진구,"부산광역시 부산진구 중앙대로 지하 930 (양정동, 양정역)",POINT(129.0712217 35.1729669),35.1729669,129.0712217,,,,,,2,ramp|accessibleEntrance,경사로|접근 가능 출입구
place:3749,erd_ready,3749,부산여대기숙사,숙박,ACCOMMODATION,ACCOMMODATION,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 진남로496번길 38,POINT(129.0719588 35.1677732),35.1677732,129.0719588,,,,,,4,ramp|accessibleEntrance|accessibleToilet|stepFree,경사로|접근 가능 출입구|장애인 화장실|단차 없음
place:3750,erd_ready,3750,기숙사 혜지3호관,숙박,ACCOMMODATION,ACCOMMODATION,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 진남로496번길 26,POINT(129.0717035 35.1678369),35.1678369,129.0717035,,,,,,2,accessibleEntrance|accessibleToilet,접근 가능 출입구|장애인 화장실
place:3751,erd_ready,3751,기숙사(혜지6호관),숙박,ACCOMMODATION,ACCOMMODATION,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 진남로496번길 17,POINT(129.0712933 35.1680489),35.1680489,129.0712933,,,,,,4,ramp|accessibleEntrance|accessibleToilet|stepFree,경사로|접근 가능 출입구|장애인 화장실|단차 없음
place:3752,erd_ready,3752,이외 사회복지시설,복지·돌봄,WELFARE,WELFARE,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 양지로 29,POINT(129.0734743 35.1674546),35.1674546,129.0734743,,,,,,4,ramp|accessibleEntrance|accessibleToilet|stepFree,경사로|접근 가능 출입구|장애인 화장실|단차 없음
place:3753,erd_ready,3753,동의공업대학,기타,ETC,ETC,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 양지로 54,POINT(129.0722266 35.1658498),35.1658498,129.0722266,,,,,,6,ramp|accessibleEntrance|elevator|accessibleToilet|accessibleParking|stepFree,경사로|접근 가능 출입구|엘리베이터|장애인 화장실|장애인 주차장|단차 없음
place:3754,erd_ready,3754,부산양정1동 우체국,기타,ETC,ETC,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 범양로 103,POINT(129.0645362 35.1726927),35.1726927,129.0645362,,,,,,4,ramp|accessibleEntrance|accessibleToilet|stepFree,경사로|접근 가능 출입구|장애인 화장실|단차 없음
place:3755,erd_ready,3755,양성초등학교,기타,ETC,ETC,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 양성로 34,POINT(129.0658790 35.1703683),35.1703683,129.0658790,,,,,,6,ramp|accessibleEntrance|elevator|accessibleToilet|accessibleParking|stepFree,경사로|접근 가능 출입구|엘리베이터|장애인 화장실|장애인 주차장|단차 없음
place:3756,erd_ready,3756,양정태권도,기타,ETC,ETC,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 범양로 113,POINT(129.0652915 35.1734635),35.1734635,129.0652915,,,,,,0,,
place:3757,erd_ready,3757,양정퍼스트상가,기타,ETC,ETC,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 거제대로 37-1,POINT(129.0665936 35.1718616),35.1718616,129.0665936,,,,,,1,stepFree,단차 없음
place:3758,erd_ready,3758,수퍼마켓·일용품 등의 소매점,기타,ETC,ETC,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 동평로325번길 42,POINT(129.0598447 35.1757541),35.1757541,129.0598447,,,,,,3,ramp|accessibleEntrance|stepFree,경사로|접근 가능 출입구|단차 없음
place:3759,erd_ready,3759,의원·치과의원·한의원·조산소·산후조리원,의료·보건,HEALTHCARE,HEALTHCARE,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 동평로 373,POINT(129.0659548 35.1750241),35.1750241,129.0659548,,,,,,1,accessibleEntrance,접근 가능 출입구
place:3760,erd_ready,3760,양정새마을금고,기타,ETC,ETC,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 범양로125번길 11,POINT(129.0651434 35.1741279),35.1741279,129.0651434,,,,,,5,ramp|accessibleEntrance|elevator|accessibleToilet|stepFree,경사로|접근 가능 출입구|엘리베이터|장애인 화장실|단차 없음
place:3761,erd_ready,3761,주차장,기타,ETC,ETC,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 동평로 366,POINT(129.0652814 35.1745726),35.1745726,129.0652814,,,,,,0,,
place:3762,erd_ready,3762,일반음식점,음식·카페,FOOD_CAFE,FOOD_CAFE,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 범양로125번길 12,POINT(129.0651100 35.1744588),35.1744588,129.0651100,,,,,,2,ramp|accessibleEntrance,경사로|접근 가능 출입구
place:3763,erd_ready,3763,양정지구대,공공기관,PUBLIC_OFFICE,PUBLIC_OFFICE,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 동평로 342,POINT(129.0625752 35.1744318),35.1744318,129.0625752,,,,,,4,ramp|accessibleEntrance|accessibleToilet|stepFree,경사로|접근 가능 출입구|장애인 화장실|단차 없음
place:3764,erd_ready,3764,부산애견명품할인마트,기타,ETC,ETC,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 중앙대로 867,POINT(129.0667951 35.1685762),35.1685762,129.0667951,,,,,,1,accessibleEntrance,접근 가능 출입구
place:3765,erd_ready,3765,일신스카이빌,기타,ETC,ETC,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 연수로 64,POINT(129.0779527 35.1752235),35.1752235,129.0779527,,,,,,2,accessibleEntrance|elevator,접근 가능 출입구|엘리베이터
place:3766,erd_ready,3766,아세만 화니-뜨,기타,ETC,ETC,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 연수로 62,POINT(129.0776885 35.1751716),35.1751716,129.0776885,,,,,,4,ramp|accessibleEntrance|elevator|stepFree,경사로|접근 가능 출입구|엘리베이터|단차 없음
place:3767,erd_ready,3767,샛별스위트,기타,ETC,ETC,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 양연로6번길 12,POINT(129.0782763 35.1751221),35.1751221,129.0782763,,,,,,5,ramp|accessibleEntrance|elevator|accessibleParking|stepFree,경사로|접근 가능 출입구|엘리베이터|장애인 주차장|단차 없음
place:3768,erd_ready,3768,수목캐슬,기타,ETC,ETC,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 양지로5번길 85,POINT(129.0723095 35.1728201),35.1728201,129.0723095,,,,,,4,accessibleEntrance|elevator|accessibleParking|stepFree,접근 가능 출입구|엘리베이터|장애인 주차장|단차 없음
place:3769,erd_ready,3769,화성빌라트,기타,ETC,ETC,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 진남로 601,POINT(129.0792652 35.1739897),35.1739897,129.0792652,,,,,,4,ramp|accessibleEntrance|elevator|stepFree,경사로|접근 가능 출입구|엘리베이터|단차 없음
place:3770,erd_ready,3770,다세대주택,기타,ETC,ETC,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 양연로10번길 11-1,POINT(129.0784575 35.1743505),35.1743505,129.0784575,,,,,,1,ramp,경사로
place:3771,erd_ready,3771,영지마을,기타,ETC,ETC,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 양정로6번길 22,POINT(129.0729894 35.1730847),35.1730847,129.0729894,,,,,,2,accessibleEntrance|stepFree,접근 가능 출입구|단차 없음
place:3772,erd_ready,3772,우성미원룸,기타,ETC,ETC,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 연수로 12-5,POINT(129.0728836 35.1732193),35.1732193,129.0728836,,,,,,1,accessibleEntrance,접근 가능 출입구
place:3773,erd_ready,3773,크레빌,기타,ETC,ETC,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 양정로6번길 6,POINT(129.0737228 35.1734923),35.1734923,129.0737228,,,,,,1,accessibleEntrance,접근 가능 출입구
place:3774,erd_ready,3774,라온누리빌,기타,ETC,ETC,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 양정로3번길 23,POINT(129.0748572 35.1738735),35.1738735,129.0748572,,,,,,5,ramp|accessibleEntrance|elevator|accessibleParking|stepFree,경사로|접근 가능 출입구|엘리베이터|장애인 주차장|단차 없음
place:3775,erd_ready,3775,양정센텀,기타,ETC,ETC,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 연수로 57,POINT(129.0769977 35.1755097),35.1755097,129.0769977,,,,,,4,ramp|accessibleEntrance|elevator|stepFree,경사로|접근 가능 출입구|엘리베이터|단차 없음
place:3776,erd_ready,3776,용지그린빌A동,기타,ETC,ETC,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 양연로6번길 9-1,POINT(129.0785842 35.1748163),35.1748163,129.0785842,,,,,,3,ramp|accessibleEntrance|stepFree,경사로|접근 가능 출입구|단차 없음
place:3777,erd_ready,3777,보성오페라2차,기타,ETC,ETC,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 연제로27번길 40,POINT(129.0764488 35.1759500),35.1759500,129.0764488,,,,,,3,ramp|accessibleEntrance|stepFree,경사로|접근 가능 출입구|단차 없음
place:3778,erd_ready,3778,성목파크빌,기타,ETC,ETC,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 양연로6번길 26,POINT(129.0774751 35.1747352),35.1747352,129.0774751,,,,,,3,ramp|accessibleEntrance|stepFree,경사로|접근 가능 출입구|단차 없음
place:3779,erd_ready,3779,아젤리아,기타,ETC,ETC,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 양연로6번길 18,POINT(129.0778703 35.1749321),35.1749321,129.0778703,,,,,,3,ramp|accessibleEntrance|stepFree,경사로|접근 가능 출입구|단차 없음
place:3780,erd_ready,3780,제니스빌,기타,ETC,ETC,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 연수로54번길 5-6,POINT(129.0772005 35.1747432),35.1747432,129.0772005,,,,,,2,accessibleEntrance|stepFree,접근 가능 출입구|단차 없음
place:3781,erd_ready,3781,대경빌,기타,ETC,ETC,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 양연로6번길 20,POINT(129.0777354 35.1748825),35.1748825,129.0777354,,,,,,3,ramp|accessibleEntrance|stepFree,경사로|접근 가능 출입구|단차 없음
place:3782,erd_ready,3782,오투스타워,기타,ETC,ETC,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 중앙대로 975-11,POINT(129.0734864 35.1765730),35.1765730,129.0734864,,,,,,4,ramp|accessibleEntrance|elevator|stepFree,경사로|접근 가능 출입구|엘리베이터|단차 없음
place:3783,erd_ready,3783,정원스카이힐,기타,ETC,ETC,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 연제로9번길 53,POINT(129.0754526 35.1750663),35.1750663,129.0754526,,,,,,2,accessibleEntrance|stepFree,접근 가능 출입구|단차 없음
place:3784,erd_ready,3784,송진빌딩,의료·보건,HEALTHCARE,HEALTHCARE,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 연제로9번길 41,POINT(129.0759751 35.1752745),35.1752745,129.0759751,,,,,,3,accessibleEntrance|elevator|stepFree,접근 가능 출입구|엘리베이터|단차 없음
place:3785,erd_ready,3785,위드에코하임,기타,ETC,ETC,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 중앙대로970번가길 8,POINT(129.0749497 35.1756151),35.1756151,129.0749497,,,,,,5,ramp|accessibleEntrance|elevator|accessibleParking|stepFree,경사로|접근 가능 출입구|엘리베이터|장애인 주차장|단차 없음
place:3786,erd_ready,3786,로하스,기타,ETC,ETC,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 연제로9번길 44-11,POINT(129.0752703 35.1755028),35.1755028,129.0752703,,,,,,3,ramp|accessibleEntrance|stepFree,경사로|접근 가능 출입구|단차 없음
place:3787,erd_ready,3787,프린스스카이,기타,ETC,ETC,erd_v3_policy,erd_ready,true,부산진구,부산광역시 부산진구 중앙대로970번길 21,POINT(129.0747269 35.1754371),35.1754371,129.0747269,,,,,,3,ramp|accessibleEntrance|stepFree,경사로|접근 가능 출입구|단차 없음
